year,additional_travel_time
2025,0.8600434341666667
2025,0.036643033416666686
2025,-0.25846900749999996
2025,0.4838459296666667
2025,-0.11142651491666666
2025,0.28388172222222224
2025,0.8794793533333333
2025,-0.12539677078333333
2025,1.6151811677777779
2025,1.6808919583333333
2025,2.0532132
2025,0.33735750125
2025,0.5210496966666667
2025,0.28051666291666666
2025,0.8307515075
2025,0.19450263166666668
2025,0.9605204991666666
2025,0.65563177925
2025,1.2804466208333334
2025,0.4109440944166667
2025,0.41189429083333334
2025,1.7287484583333335
2025,0.241349916
2025,1.2156726974999998
2025,-0.24455521083333331
2025,1.0991919591666666
2025,1.8227372666666666
2025,2.316550616666667
2025,1.109207785
2025,-0.17938408391666663
2025,1.6589125916666667
2025,0.34644224628333337
2025,1.4131770416666667
2025,1.1451577824999999
2025,0.8246016216666666
2025,0.5440836166666666
2025,0.19718342705833333
2025,-0.217304937
2025,1.5196762966666668
2025,0.09470336533333334
2025,1.6664158833333333
2025,1.2119752833333333
2025,1.7650951499999998
2025,0.2675223690833333
2025,1.0531025883333334
2025,0.1369031245
2025,0.20388993675
2025,1.7869036666666667
2025,1.2041583916666667
2025,0.7461933533333333
2025,1.41521935
2025,0.6556199958333333
2025,0.9401089758333333
2025,1.1204872233333334
2025,1.55135135
2025,0.247395679
2025,-0.2393706733333333
2025,0.13479689391666666
2025,0.07990595716666667
2025,1.6609819833333332
2025,1.8755290916666667
2025,1.0289049483333332
2025,1.1472181208333334
2025,-1.0938816683333334
2025,0.7555391329583334
2025,0.16619389399999998
2025,0.7739260158333333
2025,0.9360942491666666
2025,1.16575838
2025,0.8013585966666668
2025,1.6487562833333334
2025,1.0441427133333334
2025,-0.18157816466666665
2025,0.4911022875
2025,1.5703943625
2025,0.024893354166666676
2025,0.86120486
2025,1.204081045
2025,1.5131778166666667
2025,0.5740473846666666
2025,0.19780776441666667
2025,-0.048811094500000006
2025,0.2669173955
2025,0.2499147751666667
2025,0.08690459991666666
2025,-0.17595119333333334
2025,-0.33666428916666663
2025,0.45838459000333337
2025,0.17938051666666666
2025,-0.13504987308333333
2025,0.6740495575000001
2025,-0.120754278
2025,0.08928262933333332
2025,0.5742354024999999
2025,0.6075550975
2025,-0.118536186025
2025,-0.1037938636666667
2025,-0.30102518225
2025,0.29999293985833336
2025,0.7078796891666667
2025,0.6875372241666667
2025,0.47326692324999997
2025,0.6128569570833333
2025,0.997849125
2025,1.1810207291666666
2025,1.933481725
2025,0.2857325763333333
2025,0.8241507683333333
2025,1.0514763225000001
2025,0.3020514985
2025,-0.4337582933333333
2025,0.41622910333333335
2025,-1.2166941708333334
2025,-0.4741277690833334
2025,0.3671485175
2025,-0.21074126166666665
2025,0.3235287425
2025,0.02744543758333334
2025,0.6833225458333333
2025,-0.23764641316666668
2025,-0.8962273341666668
2025,-0.7842152428750001
2025,0.6572604875
2025,0.317476346
2025,1.152745515
2025,2.7802200666666668
2025,0.9202439958333333
2025,1.374056483333333
2025,1.6126966083333334
2025,1.251755475
2025,1.960657125
2025,0.08031015558333335
2025,1.5144715916666665
2025,1.4664316725
2025,0.21250451791666666
2025,0.213605663
2025,-0.13018943041666667
2025,1.6993898833333334
2025,1.3131795
2025,1.9488728833333333
2025,1.9978046416666668
2025,1.5489009416666668
2025,1.2543233916666667
2025,2.1547347916666664
2025,1.3315786366666666
2025,0.39186371700000006
2025,-0.38187331
2025,-0.5857759008333333
2025,-0.7353495716666667
2025,0.4964749675833333
2025,3.102201575
2025,2.2702387083333333
2025,1.7927008166666667
2025,1.0916068525
2025,0.5464772741666667
2025,1.873924625
2025,1.1937512425
2025,0.24910697583333333
2025,0.07154730260833334
2025,1.6403421666666667
2025,1.7812735833333333
2025,0.24527379183333334
2025,2.753857658333333
2025,1.7028160666666665
2025,1.5599451666666668
2025,1.3251923525
2025,1.9619836499999999
2025,1.4058817583333332
2025,2.1794364666666666
2025,0.7639392258333334
2025,4.5008506
2025,2.8199487916666666
2025,0.5384306824666667
2025,0.529948807
2025,0.24642483745555557
2025,-0.89975355
2025,0.10492710791666666
2025,1.6887386083333331
2025,1.651625
2025,2.3963665
2025,1.135805025
2025,0.15718111583333336
2025,0.520120735
2025,0.8292130950000001
2025,2.0443713999999997
2025,0.28935782688333334
2025,0.8738245516666666
2025,0.9904865900000001
2025,1.0556754541666666
2025,0.6166609833333333
2025,3.0825686833333332
2025,1.4401149916666667
2025,2.78359725
2025,-0.760180885
2025,0.5192235358333334
2025,1.4689311641666667
2025,-0.0892530345
2025,0.7908352331666667
2025,0.36201985416666665
2025,2.2484591916666665
2025,-1.468262225
2025,1.924271575
2025,1.0032345
2025,-0.46233137999999996
2025,0.49111300166666666
2025,0.5586644570833333
2025,3.0502899833333337
2025,-0.47343065549999996
2025,1.2911981033333333
2025,1.2555955583333334
2025,0.5470744116666667
2025,-1.0100924
2025,-1.107025585
2025,1.4625241516666667
2025,-0.2005442
2025,3.0781123249999998
2025,-1.8385841
2025,1.9031587
2025,1.0151414433333332
2025,0.39366384483333333
2025,0.9290761641666667
2025,0.859856925
2025,1.1485064675
2025,0.8638834391666667
2025,0.354008594
2025,-0.5404614308333333
2025,1.0347092133333333
2025,0.6978937420833334
2025,1.3347615333333334
2025,1.5804165208333334
2025,0.3317479205
2025,0.7638283016666666
2025,1.0249056558333334
2025,0.344089225
2025,1.1303212208333333
2025,1.5714999
2025,0.9278806758333333
2025,0.61093422
2025,2.4444156583333334
2025,2.29369235
2025,1.4053299166666668
2025,-0.6485362933333333
2025,0.2937533981916667
2025,-1.0350301025000002
2025,-0.11781746333333336
2025,-0.752355255
2025,0.3553255895
2025,0.3106251721
2025,1.1286769066666666
