year,additional_travel_time
2017,1.6818702711
2017,1.5958401788
2017,2.6628308684
2017,1.0185023872
2017,1.0614854275
2017,1.4579995143
2017,1.1229787704
2017,0.8158579714
2017,1.169686991
2017,0.2224588474
2017,-0.5633436589
2017,0.4889634386
2017,0.734848803
2017,0.7181910696
2017,0.6364772175
2017,1.2295083771
2017,0.3817442673
2017,0.1216513056
2017,1.9412982273000001
2017,0.8716427401000001
2017,1.5009421279
2017,0.8682788929
2017,1.1196580825
2017,0.8831629808000001
2017,1.035227058
2017,0.7856838907
2017,0.3964692961
2017,1.5857584109
2017,0.3428276601
2017,0.7692931185
2017,1.2034690779
2017,1.201563717
2017,0.7446307084
2017,0.8536112505
2017,0.3847129528
2017,1.2447016343
2017,0.9011971318
2017,0.8675194724
2017,-0.1909320901
2017,0.6823687674000001
2017,0.731341155
2017,0.6137764034
2017,0.4803879403
2017,0.8628335557
2017,1.2512580395000001
2017,0.9559356287
2017,1.0737676439
2017,1.2371941952
2017,-0.7147595906
2017,1.137599644
2017,1.3084801149
2017,0.6028438928
2017,0.3792338356
2017,1.6418363376999998
2017,1.1908816332
2017,1.0099765692
2017,1.0502840687000001
2017,0.4078574894
2017,1.7894965841000001
2017,0.1439649368
2017,1.5497588487
2017,1.2199834311
2017,1.0505831662
2017,0.007470955399999998
2017,1.4407536291
2017,0.6471609059000001
2017,1.5005720515
2017,1.091109552
2017,0.9157938255000001
2017,-0.0344263647
2017,0.6639338826000001
2017,1.2774866362000001
2017,0.6349072587
2017,1.7138846402999999
2017,0.916845444
2017,0.8094952632
2017,1.3515299805
2017,0.6698225251000001
2017,2.236747136
2017,1.2328675994
2017,0.9559919207
2017,0.6175873243
2017,1.0567615861
2017,1.0176440464
2017,1.0200939395
2017,0.9139215878
2017,1.3531943524999999
2017,-0.1760448268
2017,0.4902046096
2017,1.0594455863
2017,-0.6500359718
2017,0.8388223807000001
2017,1.1141552857
2017,0.7203386247
2017,0.912838669875
2017,1.2148280832
2017,1.1865229281
2017,1.1395728874
2017,1.3092791309999998
2017,0.9744251422
2017,0.7757672655000001
2017,1.0597467503
2017,1.0300028045
2017,0.7619159360000001
2017,0.983300964
2017,0.8946762077000001
2017,0.9841626554999999
2017,0.5383432356
2017,0.7921298572000001
2017,0.8369336585999999
2017,0.3405181429
2017,1.1744990493
2017,0.5139162703
2017,1.3515687491
2017,0.2991534916
2017,0.334492097
2017,1.8568684215000002
2017,1.0834523657
2017,1.234876767
2017,0.8520824943
2017,-0.16044472710000002
2017,-0.06459172399999999
2017,0.8865597770000001
2017,1.5360081407
2017,1.2516314099
2017,0.3995621904
2017,0.9607274372999999
2017,0.8443656064999999
2017,0.9042459655
2017,0.5246237378
2017,1.2299726219
2017,-0.07929779340000001
2017,-0.28971651219999994
2017,0.7299788825
2017,0.4554999895
2017,0.7321884347000001
2017,-0.6144914781999999
2017,-0.07920499090000006
2017,0.264173373
2017,0.5133524109
2017,2.0263081733
2017,2.1091801264
2017,1.1012821704
2017,1.2968321515999999
2017,1.2612837560999999
2017,0.31576168289999995
2017,2.1422734769000003
2017,2.3072858901
2017,2.146467646
2017,6.0966345978
2017,1.6472692313
2017,1.7101644587
2017,0.059813649
2017,0.10753819039999998
2017,0.054508599600000006
2017,-0.3748669536
2017,0.9827974024999999
2017,1.715781877
2017,1.3212162682000002
2017,0.10228636760000001
2017,-0.4889881278
2017,-0.30543194549999997
2017,-0.04283418899999998
2017,1.8267907626
2017,2.068800625
2017,1.35309898
2017,2.3684166035
2017,0.9495298718
2017,1.9120175392
2017,-0.4176855248
2017,1.0195403759
2017,0.9007360802
2017,1.6093538375
2017,0.8597072963000001
2017,1.7291279343
2017,0.7478632815
2017,2.3286277979000003
2017,0.06452225489999999
2017,1.0394763728
2017,2.2286068124
2017,1.3952384052
2017,2.1433902125
2017,0.3656698918
2017,2.624840463
2017,2.050296205
2017,0.12420680260000001
2017,0.3706540146
2017,1.6874930133
2017,-0.78185445
2017,2.2490233163999998
2017,0.6967344754
2017,-0.22149265229999998
2017,-0.3785956155
2017,0.7217947742
2017,-0.13494379224999997
2017,-1.4268707175
2017,2.013969283375
2017,0.56249969225
2017,1.8582568674000002
2017,1.3101564552
2017,1.7246604999
2017,1.4216777021
2017,1.9369536439000001
2017,1.5096735807
2017,1.5441308572
2017,0.42015995510000004
2017,2.4540605355
2017,1.325068933
2017,1.371363688
2017,1.3696301711
2017,2.7143936908
2017,1.4192474891
2017,0.9849433457
2017,0.7713601669
2017,1.2902643943999998
2017,1.5797286885
2017,0.7094774178000001
2017,-1.5070253964
2017,-0.6531840905
2017,1.482386916
2017,2.8368029403999997
2017,0.3897243265
2017,-0.077474865
2017,1.0963408109
2017,0.4265227469
2017,0.7390199991
2017,0.9327034563
2017,0.2080902875
2017,0.6028025059
2017,1.1446557575
2017,-0.0812051717
2017,0.6791053111
2017,1.1406455512
2017,1.2390055157
2017,0.5386935409
2017,0.351279726
2017,0.228077754
2017,1.1132533046000002
2017,0.48391267419999995
2017,1.1798737651
2017,1.0031593425
2017,0.8872096336
2017,2.2033441728
2017,0.7903131353999999
2017,-1.4271312898
2017,0.668345924
2017,0.3405733098
2017,1.939444576
2017,0.5157256896
2017,0.4421552925
2017,0.7031312866
2017,0.5285740546000001
2025,0.5518321433333333
2025,2.540176125
2025,0.8665503758333334
2025,0.4625065125
2025,-0.4369746721
2025,1.087391335
2025,0.8919914358333334
2025,0.9235100475000001
2025,0.9211015233333333
2025,-0.3673376075833333
2025,-0.2502084116666667
2025,0.08104342875000001
2025,0.11541565841666666
2025,-0.8575695274999999
2025,0.5878486891666667
2025,1.0109454500000001
2025,0.5335641674999999
2025,1.6914294416666669
2025,0.050109242499999984
2025,0.9564587441666667
2025,2.0594587
2025,-0.05557709069166667
2025,0.9535651829166666
