year,avg_customer_journey_time_performance
2017,0.7011066661846522
2018,0.7172185509249085
2019,0.6869592772033504
2020,0.7530143059955381
2021,0.7293504213039199
2022,0.7006422499951378
2023,0.6956014155942029
2024,0.6682558134371778
2025,0.6865488715267687
