year,avg_additional_travel_time
2017,0.9353383849104717
2018,0.7678528740952381
2019,1.1108274499778072
2020,0.17399247265008086
2021,0.22770100218333966
2022,0.6742587198928509
2023,0.7866032632307328
2024,0.9415725461370038
2025,0.8080977209673167
