Fiscal Year,Month,Scenario,Financial Plan Year,Expense Type,Agency,Function,Occupational Group,Positions
2025,2025-05-01,Actual,2025,NREIMB,MTAHQ,Public Safety,Professional/Technical/Clerical,79
2025,2025-05-01,Actual,2025,REIMB,CD,Engineering,Operational Hourlies,45
2025,2025-05-01,Actual,2025,NREIMB,LIRR,Administration,Managers/Supervisors,239.9
2025,2025-05-01,Actual,2025,REIMB,SIR,Engineering,Professional/Technical/Clerical,1
2025,2025-05-01,Actual,2025,NREIMB,NYCT,Administration,Professional/Technical/Clerical,407.22
2025,2025-05-01,Actual,2025,NREIMB,MTABC,Engineering,Operational Hourlies,0
2025,2025-05-01,Actual,2025,REIMB,NYCT,Engineering,Professional/Technical/Clerical,358
2025,2025-05-01,Actual,2025,NREIMB,MTAHQ,Public Safety,Operational Hourlies,1060
2025,2025-05-01,Actual,2025,NREIMB,NYCT,Maintenance,Operational Hourlies,16233.89
2025,2025-05-01,Actual,2025,REIMB,NYCT,Maintenance,Professional/Technical/Clerical,234.39
2025,2025-05-01,Actual,2025,REIMB,MTABC,Engineering,Managers/Supervisors,11
2025,2025-05-01,Actual,2025,NREIMB,LIRR,Operations,Managers/Supervisors,343.3
2025,2025-05-01,Actual,2025,REIMB,CD,Administration,Managers/Supervisors,452
2025,2025-05-01,Actual,2025,NREIMB,BT,Public Safety,Professional/Technical/Clerical,31
2025,2025-05-01,Actual,2025,REIMB,SIR,Maintenance,Managers/Supervisors,0
2025,2025-05-01,Actual,2025,REIMB,SIR,Maintenance,Professional/Technical/Clerical,0
2025,2025-05-01,Actual,2025,NREIMB,MTABC,Maintenance,Operational Hourlies,799
2025,2025-05-01,Actual,2025,NREIMB,SIR,Maintenance,Professional/Technical/Clerical,10
2025,2025-05-01,Actual,2025,REIMB,NYCT,Operations,Operational Hourlies,1133.34
2025,2025-05-01,Actual,2025,NREIMB,MTABC,Public Safety,Operational Hourlies,0
2025,2025-05-01,Actual,2025,NREIMB,SIR,Engineering,Managers/Supervisors,3
2025,2025-05-01,Actual,2025,REIMB,MTABC,Operations,Managers/Supervisors,2
2025,2025-05-01,Actual,2025,NREIMB,MTABC,Engineering,Professional/Technical/Clerical,0
2025,2025-05-01,Actual,2025,NREIMB,NYCT,Public Safety,Managers/Supervisors,410.68
2025,2025-05-01,Actual,2025,REIMB,MTABC,Maintenance,Professional/Technical/Clerical,0
2025,2025-05-01,Actual,2025,NREIMB,MTABC,Administration,Professional/Technical/Clerical,38
2025,2025-05-01,Actual,2025,REIMB,NYCT,Maintenance,Operational Hourlies,1028.11
2025,2025-05-01,Actual,2025,NREIMB,SIR,Maintenance,Managers/Supervisors,31
2025,2025-05-01,Actual,2025,REIMB,NYCT,Engineering,Operational Hourlies,2
2025,2025-05-01,Actual,2025,NREIMB,MTABC,Maintenance,Professional/Technical/Clerical,26
2025,2025-05-01,Actual,2025,REIMB,SIR,Maintenance,Operational Hourlies,4
2025,2025-05-01,Actual,2025,NREIMB,BT,Administration,Managers/Supervisors,14
2025,2025-05-01,Actual,2025,NREIMB,MTABC,Operations,Professional/Technical/Clerical,42
2025,2025-05-01,Actual,2025,NREIMB,MNR,Operations,Professional/Technical/Clerical,247.42
2025,2025-05-01,Actual,2025,REIMB,MTABC,Maintenance,Operational Hourlies,0
2025,2025-05-01,Actual,2025,NREIMB,MNR,Operations,Operational Hourlies,1596.93
2025,2025-05-01,Actual,2025,REIMB,NYCT,Administration,Professional/Technical/Clerical,56.7
2025,2025-05-01,Actual,2025,NREIMB,MTABC,Operations,Operational Hourlies,2351
2025,2025-05-01,Actual,2025,NREIMB,SIR,Operations,Professional/Technical/Clerical,6
2025,2025-05-01,Actual,2025,REIMB,MTABC,Administration,Professional/Technical/Clerical,3
2025,2025-05-01,Actual,2025,REIMB,SIR,Operations,Managers/Supervisors,0
2025,2025-05-01,Actual,2025,NREIMB,BT,Engineering,Professional/Technical/Clerical,34
2025,2025-05-01,Actual,2025,NREIMB,BT,Operations,Professional/Technical/Clerical,74
2025,2025-05-01,Actual,2025,NREIMB,SIR,Operations,Operational Hourlies,109
2025,2025-05-01,Actual,2025,REIMB,NYCT,Operations,Professional/Technical/Clerical,18.5
2025,2025-05-01,Actual,2025,NREIMB,MNR,Administration,Managers/Supervisors,171.9
2025,2025-05-01,Actual,2025,NREIMB,SIR,Engineering,Professional/Technical/Clerical,1
2025,2025-05-01,Actual,2025,NREIMB,SIR,Administration,Managers/Supervisors,13
2025,2025-05-01,Actual,2025,REIMB,CD,Administration,Operational Hourlies,11
2025,2025-05-01,Actual,2025,NREIMB,LIRR,Maintenance,Operational Hourlies,2833.7
2025,2025-05-01,Actual,2025,REIMB,MTAHQ,Administration,Managers/Supervisors,19
2025,2025-05-01,Actual,2025,REIMB,LIRR,Maintenance,Managers/Supervisors,176
2025,2025-05-01,Actual,2025,REIMB,NYCT,Administration,Operational Hourlies,0
2025,2025-05-01,Actual,2025,REIMB,CD,Engineering,Professional/Technical/Clerical,118
2025,2025-05-01,Actual,2025,REIMB,MTABC,Administration,Managers/Supervisors,2
2025,2025-05-01,Actual,2025,NREIMB,BT,Maintenance,Managers/Supervisors,19
2025,2025-05-01,Actual,2025,NREIMB,MNR,Engineering,Professional/Technical/Clerical,2.97
2025,2025-05-01,Actual,2025,NREIMB,CD,Engineering,Professional/Technical/Clerical,3
2025,2025-05-01,Actual,2025,REIMB,NYCT,Engineering,Managers/Supervisors,311
2025,2025-05-01,Actual,2025,REIMB,LIRR,Maintenance,Professional/Technical/Clerical,26.1
2025,2025-05-01,Actual,2025,REIMB,LIRR,Administration,Managers/Supervisors,28.1
2025,2025-05-01,Actual,2025,NREIMB,NYCT,Public Safety,Professional/Technical/Clerical,34.05
2025,2025-05-01,Actual,2025,NREIMB,NYCT,Operations,Managers/Supervisors,2654.21
2025,2025-05-01,Actual,2025,REIMB,MNR,Administration,Managers/Supervisors,7.1
2025,2025-05-01,Actual,2025,NREIMB,MTABC,Administration,Operational Hourlies,0
2025,2025-05-01,Actual,2025,NREIMB,MNR,Administration,Operational Hourlies,2
2025,2025-05-01,Actual,2025,NREIMB,MTAHQ,Administration,Professional/Technical/Clerical,1201
2025,2025-05-01,Actual,2025,NREIMB,SIR,Engineering,Operational Hourlies,0
2025,2025-05-01,Actual,2025,NREIMB,SIR,Administration,Operational Hourlies,8
2025,2025-05-01,Actual,2025,REIMB,MNR,Maintenance,Professional/Technical/Clerical,39.47
2025,2025-05-01,Actual,2025,NREIMB,MTABC,Operations,Managers/Supervisors,304
2025,2025-05-01,Actual,2025,NREIMB,NYCT,Engineering,Managers/Supervisors,0
2025,2025-05-01,Actual,2025,REIMB,MNR,Operations,Operational Hourlies,73.55
2025,2025-05-01,Actual,2025,NREIMB,CD,Engineering,Managers/Supervisors,1
2025,2025-05-01,Actual,2025,NREIMB,LIRR,Operations,Professional/Technical/Clerical,126.8
2025,2025-05-01,Actual,2025,REIMB,NYCT,Public Safety,Managers/Supervisors,0.32
2025,2025-05-01,Actual,2025,NREIMB,BT,Administration,Professional/Technical/Clerical,41
2025,2025-05-01,Actual,2025,REIMB,LIRR,Engineering,Professional/Technical/Clerical,21.2
2025,2025-05-01,Actual,2025,REIMB,MNR,Maintenance,Operational Hourlies,237.93
2025,2025-05-01,Actual,2025,NREIMB,LIRR,Engineering,Professional/Technical/Clerical,0.8
2025,2025-05-01,Actual,2025,NREIMB,MNR,Maintenance,Operational Hourlies,2515.52
2025,2025-05-01,Actual,2025,NREIMB,MNR,Maintenance,Managers/Supervisors,655.73
2025,2025-05-01,Actual,2025,NREIMB,SIR,Maintenance,Operational Hourlies,164
2025,2025-05-01,Actual,2025,REIMB,NYCT,Public Safety,Professional/Technical/Clerical,1.95
2025,2025-05-01,Actual,2025,NREIMB,NYCT,Operations,Operational Hourlies,19414.18
2025,2025-05-01,Actual,2025,NREIMB,SIR,Operations,Managers/Supervisors,22
2025,2025-05-01,Actual,2025,NREIMB,MNR,Maintenance,Professional/Technical/Clerical,384.93
2025,2025-05-01,Actual,2025,REIMB,LIRR,Engineering,Managers/Supervisors,105.5
2025,2025-05-01,Actual,2025,NREIMB,BT,Public Safety,Operational Hourlies,181
2025,2025-05-01,Actual,2025,NREIMB,LIRR,Maintenance,Managers/Supervisors,735
2025,2025-05-01,Actual,2025,REIMB,LIRR,Operations,Professional/Technical/Clerical,1.2
2025,2025-05-01,Actual,2025,NREIMB,SIR,Administration,Professional/Technical/Clerical,7
2025,2025-05-01,Actual,2025,REIMB,LIRR,Administration,Operational Hourlies,0
2025,2025-05-01,Actual,2025,REIMB,LIRR,Operations,Managers/Supervisors,7.7
2025,2025-05-01,Actual,2025,NREIMB,GCMCOC,Administration,Managers/Supervisors,6
2025,2025-05-01,Actual,2025,REIMB,NYCT,Maintenance,Managers/Supervisors,363.94
2025,2025-05-01,Actual,2025,NREIMB,NYCT,Operations,Professional/Technical/Clerical,415.38
2025,2025-05-01,Actual,2025,NREIMB,LIRR,Administration,Operational Hourlies,23
2025,2025-05-01,Actual,2025,NREIMB,LIRR,Maintenance,Professional/Technical/Clerical,190.9
2025,2025-05-01,Actual,2025,REIMB,CD,Administration,Professional/Technical/Clerical,26
2025,2025-05-01,Actual,2025,REIMB,LIRR,Maintenance,Operational Hourlies,458.3
2025,2025-05-01,Actual,2025,REIMB,SIR,Engineering,Managers/Supervisors,2
2025,2025-05-01,Actual,2025,NREIMB,LIRR,Operations,Operational Hourlies,2296.8
2025,2025-05-01,Actual,2025,REIMB,MTABC,Maintenance,Managers/Supervisors,4
2025,2025-05-01,Actual,2025,REIMB,MTABC,Administration,Operational Hourlies,0
2025,2025-05-01,Actual,2025,NREIMB,MNR,Administration,Professional/Technical/Clerical,345.69
2025,2025-05-01,Actual,2025,NREIMB,NYCT,Maintenance,Managers/Supervisors,3634.06
2025,2025-05-01,Actual,2025,REIMB,MNR,Operations,Managers/Supervisors,14.45
2025,2025-05-01,Actual,2025,NREIMB,LIRR,Engineering,Managers/Supervisors,14.5
2025,2025-05-01,Actual,2025,NREIMB,MNR,Engineering,Managers/Supervisors,11.08
2025,2025-05-01,Actual,2025,NREIMB,MTABC,Maintenance,Managers/Supervisors,222
2025,2025-05-01,Actual,2025,NREIMB,NYCT,Administration,Operational Hourlies,15
2025,2025-05-01,Actual,2025,NREIMB,NYCT,Administration,Managers/Supervisors,127.13
2025,2025-05-01,Actual,2025,REIMB,LIRR,Operations,Operational Hourlies,121.2
2025,2025-05-01,Actual,2025,REIMB,SIR,Engineering,Operational Hourlies,0
2025,2025-05-01,Actual,2025,REIMB,MNR,Operations,Professional/Technical/Clerical,1.2
2025,2025-05-01,Actual,2025,NREIMB,MNR,Operations,Managers/Supervisors,288.55
2025,2025-05-01,Actual,2025,NREIMB,NYCT,Engineering,Professional/Technical/Clerical,0
2025,2025-05-01,Actual,2025,NREIMB,NYCT,Public Safety,Operational Hourlies,322.48
2025,2025-05-01,Actual,2025,NREIMB,BT,Engineering,Managers/Supervisors,14
2025,2025-05-01,Actual,2025,REIMB,MTABC,Public Safety,Professional/Technical/Clerical,0
2025,2025-05-01,Actual,2025,NREIMB,BT,Maintenance,Professional/Technical/Clerical,21
2025,2025-05-01,Actual,2025,REIMB,MNR,Administration,Professional/Technical/Clerical,11.09
2025,2025-05-01,Actual,2025,REIMB,MTABC,Public Safety,Managers/Supervisors,0
2025,2025-05-01,Actual,2025,NREIMB,BT,Public Safety,Managers/Supervisors,86
2025,2025-05-01,Actual,2025,REIMB,MTABC,Engineering,Operational Hourlies,0
2025,2025-05-01,Actual,2025,REIMB,NYCT,Public Safety,Operational Hourlies,1.52
2025,2025-05-01,Actual,2025,REIMB,MTABC,Public Safety,Operational Hourlies,0
2025,2025-05-01,Actual,2025,NREIMB,MTABC,Engineering,Managers/Supervisors,0
2025,2025-05-01,Actual,2025,REIMB,MTABC,Engineering,Professional/Technical/Clerical,9
2025,2025-05-01,Actual,2025,NREIMB,NYCT,Maintenance,Professional/Technical/Clerical,672.95
2025,2025-05-01,Actual,2025,REIMB,NYCT,Operations,Managers/Supervisors,87.79
2025,2025-05-01,Actual,2025,NREIMB,NYCT,Engineering,Operational Hourlies,0
2025,2025-05-01,Actual,2025,REIMB,MNR,Engineering,Managers/Supervisors,36.93
2025,2025-05-01,Actual,2025,NREIMB,MTABC,Public Safety,Managers/Supervisors,5
2025,2025-05-01,Actual,2025,REIMB,NYCT,Administration,Managers/Supervisors,20.87
2025,2025-05-01,Actual,2025,REIMB,CD,Engineering,Managers/Supervisors,169
2025,2025-05-01,Actual,2025,REIMB,BT,Engineering,Professional/Technical/Clerical,61
2025,2025-05-01,Actual,2025,NREIMB,BT,Maintenance,Operational Hourlies,316
2025,2025-05-01,Actual,2025,REIMB,LIRR,Engineering,Operational Hourlies,0
2025,2025-05-01,Actual,2025,REIMB,LIRR,Administration,Professional/Technical/Clerical,22.3
2025,2025-05-01,Actual,2025,REIMB,MTABC,Operations,Operational Hourlies,0
2025,2025-05-01,Actual,2025,NREIMB,CD,Administration,Managers/Supervisors,11
2025,2025-05-01,Actual,2025,NREIMB,MTABC,Administration,Managers/Supervisors,28
2025,2025-05-01,Actual,2025,REIMB,MTAHQ,Administration,Professional/Technical/Clerical,48
2025,2025-05-01,Actual,2025,REIMB,MNR,Engineering,Professional/Technical/Clerical,19.03
2025,2025-05-01,Actual,2025,NREIMB,MTABC,Public Safety,Professional/Technical/Clerical,5
2025,2025-05-01,Actual,2025,NREIMB,MTAHQ,Administration,Managers/Supervisors,1033
2025,2025-05-01,Actual,2025,REIMB,MNR,Maintenance,Managers/Supervisors,66.47
2025,2025-05-01,Actual,2025,NREIMB,LIRR,Engineering,Operational Hourlies,0
2025,2025-05-01,Actual,2025,REIMB,SIR,Operations,Operational Hourlies,6
2025,2025-05-01,Actual,2025,NREIMB,BT,Operations,Managers/Supervisors,23
2025,2025-05-01,Actual,2025,NREIMB,CD,Engineering,Operational Hourlies,0
2025,2025-05-01,Actual,2025,REIMB,MTABC,Operations,Professional/Technical/Clerical,0
2025,2025-05-01,Actual,2025,NREIMB,LIRR,Administration,Professional/Technical/Clerical,140.7
2025,2025-05-01,Actual,2025,NREIMB,MTAHQ,Public Safety,Managers/Supervisors,269
2025,2025-04-01,Actual,2025,NREIMB,SIR,Operations,Managers/Supervisors,21
2025,2025-04-01,Actual,2025,REIMB,SIR,Maintenance,Managers/Supervisors,0
2025,2025-04-01,Actual,2025,REIMB,LIRR,Operations,Managers/Supervisors,8.7
2025,2025-04-01,Actual,2025,REIMB,LIRR,Administration,Professional/Technical/Clerical,23.1
2025,2025-04-01,Actual,2025,NREIMB,MNR,Engineering,Managers/Supervisors,12.13
2025,2025-04-01,Actual,2025,REIMB,NYCT,Maintenance,Operational Hourlies,1032.4
2025,2025-04-01,Actual,2025,NREIMB,SIR,Engineering,Professional/Technical/Clerical,1
2025,2025-04-01,Actual,2025,REIMB,LIRR,Engineering,Professional/Technical/Clerical,20.7
2025,2025-04-01,Actual,2025,REIMB,NYCT,Engineering,Managers/Supervisors,315
2025,2025-04-01,Actual,2025,REIMB,LIRR,Engineering,Managers/Supervisors,107.6
2025,2025-04-01,Actual,2025,REIMB,MNR,Administration,Professional/Technical/Clerical,13.2
2025,2025-04-01,Actual,2025,REIMB,LIRR,Maintenance,Managers/Supervisors,175.4
2025,2025-04-01,Actual,2025,REIMB,NYCT,Administration,Professional/Technical/Clerical,49.18
2025,2025-04-01,Actual,2025,NREIMB,MNR,Operations,Operational Hourlies,1601.85
2025,2025-04-01,Actual,2025,NREIMB,MTABC,Administration,Professional/Technical/Clerical,38
2025,2025-04-01,Actual,2025,NREIMB,NYCT,Public Safety,Professional/Technical/Clerical,34.9
2025,2025-04-01,Actual,2025,REIMB,SIR,Engineering,Professional/Technical/Clerical,1
2025,2025-04-01,Actual,2025,REIMB,SIR,Operations,Operational Hourlies,7
2025,2025-04-01,Actual,2025,NREIMB,NYCT,Operations,Professional/Technical/Clerical,408.35
2025,2025-04-01,Actual,2025,NREIMB,MTABC,Maintenance,Managers/Supervisors,225
2025,2025-04-01,Actual,2025,REIMB,LIRR,Engineering,Operational Hourlies,0
2025,2025-04-01,Actual,2025,REIMB,LIRR,Administration,Operational Hourlies,0
2025,2025-04-01,Actual,2025,REIMB,NYCT,Operations,Managers/Supervisors,91.9
2025,2025-04-01,Actual,2025,NREIMB,NYCT,Engineering,Managers/Supervisors,0
2025,2025-04-01,Actual,2025,REIMB,LIRR,Operations,Professional/Technical/Clerical,1.6
2025,2025-04-01,Actual,2025,NREIMB,MNR,Engineering,Professional/Technical/Clerical,3.79
2025,2025-04-01,Actual,2025,REIMB,MNR,Operations,Operational Hourlies,72.81
2025,2025-04-01,Actual,2025,NREIMB,CD,Engineering,Professional/Technical/Clerical,0
2025,2025-04-01,Actual,2025,REIMB,SIR,Maintenance,Professional/Technical/Clerical,0
2025,2025-04-01,Actual,2025,REIMB,MNR,Operations,Professional/Technical/Clerical,1.6
2025,2025-04-01,Actual,2025,NREIMB,MTABC,Operations,Operational Hourlies,2335
2025,2025-04-01,Actual,2025,NREIMB,MTABC,Administration,Operational Hourlies,0
2025,2025-04-01,Actual,2025,NREIMB,NYCT,Operations,Managers/Supervisors,2638.1
2025,2025-04-01,Actual,2025,NREIMB,MTAHQ,Administration,Managers/Supervisors,1009
2025,2025-04-01,Actual,2025,NREIMB,CD,Engineering,Operational Hourlies,4
2025,2025-04-01,Actual,2025,REIMB,NYCT,Public Safety,Managers/Supervisors,0.29
2025,2025-04-01,Actual,2025,NREIMB,MNR,Maintenance,Managers/Supervisors,634.85
2025,2025-04-01,Actual,2025,NREIMB,MTABC,Maintenance,Operational Hourlies,800
2025,2025-04-01,Actual,2025,NREIMB,LIRR,Engineering,Managers/Supervisors,13.4
2025,2025-04-01,Actual,2025,NREIMB,SIR,Maintenance,Professional/Technical/Clerical,10
2025,2025-04-01,Actual,2025,NREIMB,SIR,Operations,Professional/Technical/Clerical,6
2025,2025-04-01,Actual,2025,NREIMB,LIRR,Administration,Operational Hourlies,23
2025,2025-04-01,Actual,2025,REIMB,MNR,Maintenance,Professional/Technical/Clerical,35.66
2025,2025-04-01,Actual,2025,NREIMB,MNR,Operations,Managers/Supervisors,285.43
2025,2025-04-01,Actual,2025,NREIMB,NYCT,Engineering,Professional/Technical/Clerical,0
2025,2025-04-01,Actual,2025,NREIMB,NYCT,Administration,Professional/Technical/Clerical,418.49
2025,2025-04-01,Actual,2025,REIMB,CD,Administration,Managers/Supervisors,452
2025,2025-04-01,Actual,2025,REIMB,MNR,Engineering,Professional/Technical/Clerical,20.21
2025,2025-04-01,Actual,2025,REIMB,MTABC,Engineering,Operational Hourlies,0
2025,2025-04-01,Actual,2025,NREIMB,SIR,Administration,Operational Hourlies,8
2025,2025-04-01,Actual,2025,NREIMB,MNR,Administration,Professional/Technical/Clerical,350
2025,2025-04-01,Actual,2025,NREIMB,MNR,Administration,Managers/Supervisors,170.43
2025,2025-04-01,Actual,2025,NREIMB,NYCT,Public Safety,Managers/Supervisors,414.71
2025,2025-04-01,Actual,2025,NREIMB,BT,Public Safety,Managers/Supervisors,87
2025,2025-04-01,Actual,2025,REIMB,MTABC,Engineering,Managers/Supervisors,11
2025,2025-04-01,Actual,2025,NREIMB,BT,Administration,Professional/Technical/Clerical,41
2025,2025-04-01,Actual,2025,REIMB,MTAHQ,Administration,Managers/Supervisors,21
2025,2025-04-01,Actual,2025,REIMB,NYCT,Public Safety,Professional/Technical/Clerical,2.1
2025,2025-04-01,Actual,2025,NREIMB,MTABC,Engineering,Professional/Technical/Clerical,0
2025,2025-04-01,Actual,2025,REIMB,NYCT,Administration,Managers/Supervisors,18.14
2025,2025-04-01,Actual,2025,NREIMB,MNR,Maintenance,Operational Hourlies,2503.76
2025,2025-04-01,Actual,2025,REIMB,NYCT,Maintenance,Managers/Supervisors,367.43
2025,2025-04-01,Actual,2025,REIMB,NYCT,Public Safety,Operational Hourlies,1.67
2025,2025-04-01,Actual,2025,REIMB,NYCT,Operations,Operational Hourlies,1142.54
2025,2025-04-01,Actual,2025,NREIMB,MTABC,Public Safety,Operational Hourlies,0
2025,2025-04-01,Actual,2025,NREIMB,LIRR,Maintenance,Managers/Supervisors,728.6
2025,2025-04-01,Actual,2025,NREIMB,MTABC,Public Safety,Managers/Supervisors,5
2025,2025-04-01,Actual,2025,NREIMB,MTAHQ,Public Safety,Professional/Technical/Clerical,77
2025,2025-04-01,Actual,2025,NREIMB,LIRR,Maintenance,Professional/Technical/Clerical,194.9
2025,2025-04-01,Actual,2025,REIMB,BT,Engineering,Professional/Technical/Clerical,61
2025,2025-04-01,Actual,2025,NREIMB,LIRR,Operations,Managers/Supervisors,339.3
2025,2025-04-01,Actual,2025,NREIMB,BT,Administration,Managers/Supervisors,14
2025,2025-04-01,Actual,2025,NREIMB,NYCT,Maintenance,Managers/Supervisors,3618.57
2025,2025-04-01,Actual,2025,NREIMB,MTABC,Public Safety,Professional/Technical/Clerical,5
2025,2025-04-01,Actual,2025,NREIMB,BT,Maintenance,Managers/Supervisors,20
2025,2025-04-01,Actual,2025,NREIMB,MTAHQ,Public Safety,Operational Hourlies,1058
2025,2025-04-01,Actual,2025,REIMB,MTABC,Public Safety,Professional/Technical/Clerical,0
2025,2025-04-01,Actual,2025,NREIMB,MTAHQ,Administration,Professional/Technical/Clerical,1209
2025,2025-04-01,Actual,2025,REIMB,CD,Administration,Professional/Technical/Clerical,26
2025,2025-04-01,Actual,2025,REIMB,MTAHQ,Administration,Professional/Technical/Clerical,43
2025,2025-04-01,Actual,2025,REIMB,CD,Engineering,Operational Hourlies,45
2025,2025-04-01,Actual,2025,NREIMB,SIR,Maintenance,Operational Hourlies,165
2025,2025-04-01,Actual,2025,NREIMB,MTAHQ,Public Safety,Managers/Supervisors,267
2025,2025-04-01,Actual,2025,REIMB,MTABC,Public Safety,Managers/Supervisors,0
2025,2025-04-01,Actual,2025,REIMB,MTABC,Administration,Operational Hourlies,0
2025,2025-04-01,Actual,2025,NREIMB,MTABC,Maintenance,Professional/Technical/Clerical,27
2025,2025-04-01,Actual,2025,NREIMB,NYCT,Public Safety,Operational Hourlies,326.33
2025,2025-04-01,Actual,2025,NREIMB,MNR,Maintenance,Professional/Technical/Clerical,391.44
2025,2025-04-01,Actual,2025,REIMB,MTABC,Administration,Professional/Technical/Clerical,3
2025,2025-04-01,Actual,2025,NREIMB,MNR,Operations,Professional/Technical/Clerical,244.94
2025,2025-04-01,Actual,2025,NREIMB,MNR,Administration,Operational Hourlies,0
2025,2025-04-01,Actual,2025,NREIMB,CD,Administration,Managers/Supervisors,11
2025,2025-04-01,Actual,2025,NREIMB,NYCT,Maintenance,Professional/Technical/Clerical,662.14
2025,2025-04-01,Actual,2025,REIMB,NYCT,Operations,Professional/Technical/Clerical,19.59
2025,2025-04-01,Actual,2025,NREIMB,SIR,Maintenance,Managers/Supervisors,31
2025,2025-04-01,Actual,2025,NREIMB,NYCT,Administration,Operational Hourlies,15
2025,2025-04-01,Actual,2025,REIMB,MTABC,Maintenance,Managers/Supervisors,4
2025,2025-04-01,Actual,2025,REIMB,MTABC,Operations,Professional/Technical/Clerical,0
2025,2025-04-01,Actual,2025,NREIMB,NYCT,Engineering,Operational Hourlies,0
2025,2025-04-01,Actual,2025,REIMB,MTABC,Maintenance,Professional/Technical/Clerical,0
2025,2025-04-01,Actual,2025,NREIMB,BT,Maintenance,Operational Hourlies,319
2025,2025-04-01,Actual,2025,REIMB,MTABC,Operations,Managers/Supervisors,2
2025,2025-04-01,Actual,2025,NREIMB,MTABC,Operations,Professional/Technical/Clerical,43
2025,2025-04-01,Actual,2025,REIMB,MTABC,Engineering,Professional/Technical/Clerical,9
2025,2025-04-01,Actual,2025,REIMB,CD,Engineering,Professional/Technical/Clerical,118
2025,2025-04-01,Actual,2025,NREIMB,BT,Engineering,Professional/Technical/Clerical,95
2025,2025-04-01,Actual,2025,REIMB,LIRR,Operations,Operational Hourlies,134.3
2025,2025-04-01,Actual,2025,REIMB,NYCT,Administration,Operational Hourlies,0
2025,2025-04-01,Actual,2025,NREIMB,LIRR,Operations,Professional/Technical/Clerical,127.4
2025,2025-04-01,Actual,2025,NREIMB,BT,Engineering,Managers/Supervisors,15
2025,2025-04-01,Actual,2025,REIMB,SIR,Engineering,Operational Hourlies,0
2025,2025-04-01,Actual,2025,REIMB,SIR,Engineering,Managers/Supervisors,2
2025,2025-04-01,Actual,2025,NREIMB,SIR,Engineering,Operational Hourlies,0
2025,2025-04-01,Actual,2025,REIMB,LIRR,Administration,Managers/Supervisors,27
2025,2025-04-01,Actual,2025,NREIMB,LIRR,Operations,Operational Hourlies,2289.7
2025,2025-04-01,Actual,2025,REIMB,MNR,Maintenance,Operational Hourlies,269.35
2025,2025-04-01,Actual,2025,REIMB,CD,Administration,Operational Hourlies,11
2025,2025-04-01,Actual,2025,NREIMB,MTABC,Operations,Managers/Supervisors,310
2025,2025-04-01,Actual,2025,REIMB,MNR,Engineering,Managers/Supervisors,30.88
2025,2025-04-01,Actual,2025,NREIMB,LIRR,Administration,Professional/Technical/Clerical,141.9
2025,2025-04-01,Actual,2025,NREIMB,BT,Public Safety,Professional/Technical/Clerical,30
2025,2025-04-01,Actual,2025,REIMB,MTABC,Public Safety,Operational Hourlies,0
2025,2025-04-01,Actual,2025,NREIMB,LIRR,Administration,Managers/Supervisors,241
2025,2025-04-01,Actual,2025,NREIMB,MTABC,Engineering,Operational Hourlies,0
2025,2025-04-01,Actual,2025,REIMB,SIR,Maintenance,Operational Hourlies,5
2025,2025-04-01,Actual,2025,NREIMB,MTABC,Administration,Managers/Supervisors,28
2025,2025-04-01,Actual,2025,REIMB,LIRR,Maintenance,Operational Hourlies,476.5
2025,2025-04-01,Actual,2025,REIMB,MTABC,Operations,Operational Hourlies,0
2025,2025-04-01,Actual,2025,REIMB,NYCT,Maintenance,Professional/Technical/Clerical,244.18
2025,2025-04-01,Actual,2025,NREIMB,MTABC,Engineering,Managers/Supervisors,0
2025,2025-04-01,Actual,2025,NREIMB,BT,Maintenance,Professional/Technical/Clerical,21
2025,2025-04-01,Actual,2025,NREIMB,LIRR,Engineering,Professional/Technical/Clerical,1.3
2025,2025-04-01,Actual,2025,REIMB,NYCT,Engineering,Professional/Technical/Clerical,364
2025,2025-04-01,Actual,2025,NREIMB,SIR,Administration,Professional/Technical/Clerical,6
2025,2025-04-01,Actual,2025,REIMB,MNR,Maintenance,Managers/Supervisors,76.95
2025,2025-04-01,Actual,2025,REIMB,MTABC,Maintenance,Operational Hourlies,0
2025,2025-04-01,Actual,2025,REIMB,MTABC,Administration,Managers/Supervisors,2
2025,2025-04-01,Actual,2025,NREIMB,LIRR,Engineering,Operational Hourlies,0
2025,2025-04-01,Actual,2025,NREIMB,BT,Operations,Managers/Supervisors,23
2025,2025-04-01,Actual,2025,NREIMB,SIR,Administration,Managers/Supervisors,13
2025,2025-04-01,Actual,2025,REIMB,LIRR,Maintenance,Professional/Technical/Clerical,28.1
2025,2025-04-01,Actual,2025,NREIMB,BT,Operations,Professional/Technical/Clerical,70
2025,2025-04-01,Actual,2025,NREIMB,NYCT,Maintenance,Operational Hourlies,15966.6
2025,2025-04-01,Actual,2025,NREIMB,GCMCOC,Administration,Managers/Supervisors,5
2025,2025-04-01,Actual,2025,REIMB,SIR,Operations,Managers/Supervisors,0
2025,2025-04-01,Actual,2025,NREIMB,BT,Public Safety,Operational Hourlies,186
2025,2025-04-01,Actual,2025,REIMB,NYCT,Engineering,Operational Hourlies,2
2025,2025-04-01,Actual,2025,REIMB,MNR,Operations,Managers/Supervisors,16.38
2025,2025-04-01,Actual,2025,NREIMB,NYCT,Operations,Operational Hourlies,19104.74
