month,borough,trip_type,route_id,period,number_of_customers,additional_bus_stop_time,additional_travel_time,customer_journey_time_performance
2025-02-01,Manhattan,SBS,M14A+,Peak,93610.96,1.2261244,0.2087676,0.8160098
2025-02-01,Manhattan,SBS,M14D+,Off-Peak,250708.97,0.92081034,0.5188428,0.83085436
2025-02-01,Manhattan,SBS,M14D+,Peak,182134.38,0.87912184,0.755427,0.8478411
2025-02-01,Manhattan,LCL/LTD,M15,Off-Peak,179062.19,1.9730796,0.4609664,0.731045
2025-02-01,Manhattan,LCL/LTD,M15,Peak,105567.51,1.8911445,0.47267124,0.7273467
2025-02-01,Manhattan,SBS,M15+,Off-Peak,328168.78,1.50403,-0.15949021,0.8181964
2025-02-01,Manhattan,SBS,M15+,Peak,302739.12,2.1613057,-0.21465911,0.8548407
2025-02-01,Manhattan,LCL/LTD,M2,Off-Peak,110829.73,1.905519,-0.27450615,0.73738545
2025-02-01,Manhattan,LCL/LTD,M2,Peak,82218.66,1.5098013,-0.36999154,0.77782696
2025-02-01,Manhattan,LCL/LTD,M20,Off-Peak,20174.453,3.545299,-0.7699186,0.73619246
2025-02-01,Manhattan,LCL/LTD,M20,Peak,15774.373,3.7151282,-1.0014696,0.7137886
2025-02-01,Manhattan,LCL/LTD,M21,Off-Peak,16158.347,3.4267895,0.034605455,0.7770009
2025-02-01,Manhattan,LCL/LTD,M21,Peak,17767.934,1.8980194,0.26586354,0.81607974
2025-02-01,Manhattan,LCL/LTD,M22,Off-Peak,24523.98,2.2283025,0.50957894,0.79887474
2025-02-01,Manhattan,LCL/LTD,M22,Peak,22340.33,2.2821856,0.7281483,0.75764966
2025-02-01,Manhattan,SBS,M23+,Off-Peak,143029.81,0.7366279,0.42602712,0.8552192
2025-02-01,Manhattan,SBS,M23+,Peak,112410.336,0.71798635,0.75069755,0.83378875
2025-02-01,Manhattan,LCL/LTD,M3,Off-Peak,179213.34,1.8140812,0.3780359,0.73421407
2025-02-01,Manhattan,LCL/LTD,M3,Peak,113917.23,1.7776796,0.1043583,0.75053436
2025-02-01,Manhattan,LCL/LTD,M31,Off-Peak,104710.99,1.1708324,0.43332446,0.7835971
2025-02-01,Manhattan,LCL/LTD,M31,Peak,87644.82,0.93668824,0.64499897,0.8023903
2025-02-01,Manhattan,SBS,M34+,Off-Peak,75647.31,1.6759741,0.9980963,0.76200384
2025-02-01,Manhattan,SBS,M34+,Peak,57732.453,1.926892,1.232675,0.7220633
2025-02-01,Manhattan,SBS,M34A+,Off-Peak,74188.4,2.5818846,1.0992397,0.69076705
2025-02-01,Manhattan,SBS,M34A+,Peak,65604.86,2.0141113,1.6108102,0.68864083
2025-02-01,Manhattan,LCL/LTD,M35,Off-Peak,31241.213,4.7432814,2.3197527,0.49716565
2025-02-01,Manhattan,LCL/LTD,M35,Peak,18194.041,3.8756928,1.8208203,0.54235077
2025-02-01,Manhattan,LCL/LTD,M4,Off-Peak,195658.77,1.7856532,0.23610173,0.7350197
2025-02-01,Manhattan,LCL/LTD,M4,Peak,140869.31,1.6183333,-0.14064804,0.76536703
2025-02-01,Manhattan,LCL/LTD,M42,Off-Peak,116856.59,1.0079238,0.5195004,0.81516063
2025-02-01,Manhattan,LCL/LTD,M42,Peak,96043.805,1.1149926,0.9451743,0.7959759
2025-02-01,Manhattan,LCL/LTD,M5,Off-Peak,87513.66,3.265063,1.2780547,0.60432976
2025-02-01,Manhattan,LCL/LTD,M5,Peak,58875.355,2.6094437,0.7509099,0.6587737
2025-02-01,Manhattan,LCL/LTD,M50,Off-Peak,27499.604,1.7705582,-0.09086075,0.843991
2025-02-01,Manhattan,LCL/LTD,M50,Peak,22221.182,1.400936,-0.06326245,0.82984924
2025-02-01,Manhattan,LCL/LTD,M55,Off-Peak,24604.494,3.158116,-0.4399127,0.71896267
2025-02-01,Manhattan,LCL/LTD,M55,Peak,17325.475,2.5478265,-0.51304126,0.745963
2025-02-01,Manhattan,LCL/LTD,M57,Off-Peak,80608.08,1.5148103,0.14720781,0.8152525
2025-02-01,Manhattan,LCL/LTD,M57,Peak,64474.94,1.0768267,0.6208386,0.8049232
2025-02-01,Manhattan,SBS,M60+,Off-Peak,201029.97,1.6789515,-1.3796157,0.77562606
2025-02-01,Manhattan,SBS,M60+,Peak,116020.31,1.6178694,-0.99582106,0.7544119
2025-02-01,Manhattan,LCL/LTD,M66,Off-Peak,79842.92,1.2122359,-0.3571995,0.8332605
2025-02-01,Manhattan,LCL/LTD,M66,Peak,67382.53,1.0445908,-0.565091,0.8606659
2025-02-01,Manhattan,LCL/LTD,M7,Off-Peak,154390.06,1.6776206,0.26428306,0.75446683
2025-02-01,Manhattan,LCL/LTD,M7,Peak,90843.086,1.6231537,0.36105728,0.7550956
2025-02-01,Manhattan,LCL/LTD,M72,Off-Peak,54172.277,1.6882408,-0.47209913,0.81897044
2025-02-01,Manhattan,LCL/LTD,M72,Peak,35693.848,1.719891,0.08994907,0.7778956
2025-02-01,Manhattan,SBS,M79+,Off-Peak,115515.06,1.046602,0.10902532,0.83095574
2025-02-01,Manhattan,SBS,M79+,Peak,95509.87,1.077796,0.43860388,0.8327078
2025-02-01,Manhattan,LCL/LTD,M8,Off-Peak,11634.469,2.9208438,0.13842842,0.7775036
2025-02-01,Manhattan,LCL/LTD,M8,Peak,15361.451,1.5906601,0.09296518,0.8273719
2025-02-01,Manhattan,SBS,M86+,Off-Peak,216401.08,0.8916871,0.29711527,0.84140134
2025-02-01,Manhattan,SBS,M86+,Peak,181483.62,1.0557581,0.4879295,0.8392222
2025-02-01,Manhattan,LCL/LTD,M9,Off-Peak,68157.805,2.359931,0.06717742,0.73560435
2025-02-01,Manhattan,LCL/LTD,M9,Peak,51268.145,1.7702583,-0.29784486,0.786965
2025-02-01,Manhattan,LCL/LTD,M96,Off-Peak,149132.52,1.0611972,-0.9442265,0.8918431
2025-02-01,Manhattan,LCL/LTD,M96,Peak,119005.16,0.94395703,-0.56519157,0.89418757
2025-02-01,Manhattan,LCL/LTD,M98,Off-Peak,12937.744,1.9582331,-1.9035264,0.808442
2025-02-01,Manhattan,LCL/LTD,M98,Peak,27135.805,2.0386531,-1.2701447,0.7676264
2025-02-01,Queens,LCL/LTD,Q1,Off-Peak,49249.98,1.8785145,0.7829289,0.7838049
2025-02-01,Queens,LCL/LTD,Q1,Peak,35291.26,1.2984979,0.45396593,0.8085137
2025-02-01,Queens,LCL/LTD,Q10,Off-Peak,251004.47,1.9317495,-0.022458678,0.7690906
2025-02-01,Queens,LCL/LTD,Q10,Peak,154946.05,2.3976219,0.38227752,0.7217916
2025-02-01,Queens,LCL/LTD,Q100,Off-Peak,50070.855,1.7371058,1.6349286,0.69443256
2025-02-01,Queens,LCL/LTD,Q100,Peak,34930.953,1.5209241,0.94074625,0.7244562
2025-02-01,Queens,LCL/LTD,Q101,Off-Peak,33788.965,2.2435439,2.4473372,0.62515265
2025-02-01,Queens,LCL/LTD,Q101,Peak,29299.447,2.0479805,2.9398346,0.5846324
2025-02-01,Queens,LCL/LTD,Q102,Off-Peak,33335.105,2.9321482,1.3781283,0.659156
2025-02-01,Queens,LCL/LTD,Q102,Peak,23673.072,2.543538,0.6180722,0.69984436
2025-02-01,Queens,LCL/LTD,Q103,Off-Peak,17447.426,4.0805426,1.702775,0.5867963
2025-02-01,Queens,LCL/LTD,Q103,Peak,19834.785,2.3135471,1.4325743,0.68424636
2025-02-01,Queens,LCL/LTD,Q104,Off-Peak,27564.695,2.5221975,1.5262176,0.72802174
2025-02-01,Queens,LCL/LTD,Q104,Peak,23110.129,2.150406,1.5433815,0.7318553
2025-02-01,Queens,LCL/LTD,Q11,Off-Peak,46909.72,4.2240195,1.115804,0.6519536
2025-02-01,Queens,LCL/LTD,Q11,Peak,41761.676,2.3175657,1.1080458,0.6595626
2025-02-01,Queens,LCL/LTD,Q110,Off-Peak,72090.62,2.0006166,2.022037,0.63984233
2025-02-01,Queens,LCL/LTD,Q110,Peak,52608.723,2.201788,1.7696071,0.6355766
2025-02-01,Queens,LCL/LTD,Q111,Off-Peak,200191.94,1.5206211,0.08671754,0.78981394
2025-02-01,Queens,LCL/LTD,Q111,Peak,128683.46,1.3801864,-0.28410462,0.8186067
2025-02-01,Queens,LCL/LTD,Q112,Off-Peak,59448.586,2.016857,1.4595551,0.6923461
2025-02-01,Queens,LCL/LTD,Q112,Peak,45319.723,1.5643653,1.5070055,0.68618363
2025-02-01,Queens,LCL/LTD,Q113,Off-Peak,67727.65,2.3045666,1.6549708,0.6668913
2025-02-01,Queens,LCL/LTD,Q113,Peak,50420.22,1.748538,0.84109986,0.7149264
2025-02-01,Queens,LCL/LTD,Q114,Off-Peak,113619.37,2.6187673,0.28471443,0.7186698
2025-02-01,Queens,LCL/LTD,Q114,Peak,61475.438,2.3187723,-0.38718668,0.7415634
2025-02-01,Queens,LCL/LTD,Q12,Off-Peak,105832.79,1.15515,-0.33711314,0.82268214
2025-02-01,Queens,LCL/LTD,Q12,Peak,64563.188,1.2316988,-0.30975184,0.81583154
2025-02-01,Queens,LCL/LTD,Q13,Off-Peak,85339.71,2.255861,2.0661118,0.6287597
2025-02-01,Queens,LCL/LTD,Q13,Peak,55704.914,1.7500263,1.4590482,0.68216705
2025-02-01,Queens,LCL/LTD,Q15,Off-Peak,33042.664,1.2789154,1.77249,0.7706571
2025-02-01,Queens,LCL/LTD,Q15,Peak,25421.012,1.4516466,2.0087411,0.7097509
2025-02-01,Queens,LCL/LTD,Q15A,Off-Peak,35977.082,1.3108144,1.8443222,0.76231366
2025-02-01,Queens,LCL/LTD,Q15A,Peak,28414.447,0.97163045,2.1035132,0.72949815
2025-02-01,Queens,LCL/LTD,Q16,Off-Peak,42840.05,1.6499205,1.5282304,0.7608387
2025-02-01,Queens,LCL/LTD,Q16,Peak,36717.605,1.2366894,1.5099263,0.7339242
2025-02-01,Queens,LCL/LTD,Q17,Off-Peak,180870.97,1.6527567,1.051196,0.7235855
2025-02-01,Queens,LCL/LTD,Q17,Peak,122011.28,1.7956688,1.1351768,0.6921386
2025-02-01,Queens,LCL/LTD,Q18,Off-Peak,97438.04,2.829758,2.0253046,0.61631393
2025-02-01,Queens,LCL/LTD,Q18,Peak,76527.28,2.5474696,2.0933173,0.6025304
2025-02-01,Queens,LCL/LTD,Q19,Off-Peak,51809.98,2.5805259,1.0080202,0.6626379
2025-02-01,Queens,LCL/LTD,Q19,Peak,36739.492,2.9821918,1.2340103,0.60797715
2025-02-01,Queens,LCL/LTD,Q2,Off-Peak,73281.88,1.3025565,0.46417505,0.8054121
2025-02-01,Queens,LCL/LTD,Q2,Peak,50415,1.2051684,0.29070723,0.826012
2025-02-01,Queens,LCL/LTD,Q20A,Off-Peak,87118.19,1.3891547,-0.33868635,0.799752
2025-02-01,Queens,LCL/LTD,Q20A,Peak,55248.66,1.1929251,-0.4703334,0.8152126
2025-02-01,Queens,LCL/LTD,Q20B,Off-Peak,72939.375,1.1011976,-0.7146452,0.8305453
2025-02-01,Queens,LCL/LTD,Q20B,Peak,50510.383,1.2311722,-0.55087626,0.8089911
2025-02-01,Queens,LCL/LTD,Q21,Off-Peak,31720.852,2.570809,0.52161354,0.74873847
2025-02-01,Queens,LCL/LTD,Q21,Peak,18552.41,2.7682202,0.25860018,0.7059987
2025-02-01,Queens,LCL/LTD,Q22,Off-Peak,102734.99,3.506443,2.6517265,0.5296771
2025-02-01,Queens,LCL/LTD,Q22,Peak,52109.754,3.860042,3.8636549,0.44699505
2025-02-01,Queens,LCL/LTD,Q23,Off-Peak,192080.64,1.8826826,2.0636592,0.6405865
2025-02-01,Queens,LCL/LTD,Q23,Peak,136303.4,2.503397,2.3444693,0.58435285
2025-02-01,Queens,LCL/LTD,Q24,Off-Peak,93092.99,5.3547826,1.2432748,0.5568677
2025-02-01,Queens,LCL/LTD,Q24,Peak,64213.047,4.314217,1.1878297,0.5677539
2025-02-01,Queens,LCL/LTD,Q25,Off-Peak,236261.53,2.262231,1.2172829,0.6725455
2025-02-01,Queens,LCL/LTD,Q25,Peak,192249.89,2.2877967,0.96313256,0.68430614
2025-02-01,Queens,LCL/LTD,Q26,Off-Peak,8700.774,1.8875785,0.14648068,0.8581879
2025-02-01,Queens,LCL/LTD,Q26,Peak,17999.008,1.197845,0.6680407,0.82845664
2025-02-01,Queens,LCL/LTD,Q27,Off-Peak,305109.75,1.6434641,1.6350244,0.69377774
2025-02-01,Queens,LCL/LTD,Q27,Peak,192908.48,1.9271735,1.6623244,0.66875285
2025-02-01,Queens,LCL/LTD,Q28,Off-Peak,105718.17,1.805721,1.6950588,0.67346704
2025-02-01,Queens,LCL/LTD,Q28,Peak,76750.83,1.4177163,0.8771386,0.7519243
2025-02-01,Queens,LCL/LTD,Q29,Off-Peak,56224.55,1.8053497,0.25041988,0.8057072
2025-02-01,Queens,LCL/LTD,Q29,Peak,46231.547,1.3312111,0.14565004,0.80022234
2025-02-01,Queens,LCL/LTD,Q3,Off-Peak,132542.05,1.7294517,0.14802918,0.77455884
2025-02-01,Queens,LCL/LTD,Q3,Peak,70318.78,1.9705527,-0.06425403,0.754273
2025-02-01,Queens,LCL/LTD,Q30,Off-Peak,140395.7,1.7248371,1.8737994,0.6768529
2025-02-01,Queens,LCL/LTD,Q30,Peak,91988.32,1.6748891,1.4746037,0.7009516
2025-02-01,Queens,LCL/LTD,Q31,Off-Peak,81945.914,2.2601497,1.8304677,0.6645964
2025-02-01,Queens,LCL/LTD,Q31,Peak,65805.53,2.5323377,1.8056237,0.62245166
2025-02-01,Queens,LCL/LTD,Q32,Off-Peak,104020.66,1.7830104,-0.009423948,0.748871
2025-02-01,Queens,LCL/LTD,Q32,Peak,66199.664,2.028403,-0.1507504,0.7342642
2025-02-01,Queens,LCL/LTD,Q33,Off-Peak,80482.555,1.5550144,2.5755343,0.63257885
2025-02-01,Queens,LCL/LTD,Q33,Peak,52363.164,2.0318096,2.8423486,0.5872008
2025-02-01,Queens,LCL/LTD,Q34,Off-Peak,101613.484,2.3026066,1.7807634,0.6499481
2025-02-01,Queens,LCL/LTD,Q34,Peak,45633.812,2.0082076,1.6405566,0.67268693
2025-02-01,Queens,LCL/LTD,Q35,Off-Peak,52842.598,2.057667,1.4902903,0.6711717
2025-02-01,Queens,LCL/LTD,Q35,Peak,38292.793,1.4494784,1.5044825,0.6890504
2025-02-01,Queens,LCL/LTD,Q36,Off-Peak,73635.12,1.4699726,1.2139027,0.7531376
2025-02-01,Queens,LCL/LTD,Q36,Peak,52840.945,1.6713493,1.0518888,0.73442566
2025-02-01,Queens,LCL/LTD,Q37,Off-Peak,73176.555,1.8921924,1.6603426,0.68102413
2025-02-01,Queens,LCL/LTD,Q37,Peak,64707.703,1.8880799,1.8254063,0.6375887
2025-02-01,Queens,LCL/LTD,Q38,Off-Peak,84374.59,3.0028818,1.1987656,0.6690688
2025-02-01,Queens,LCL/LTD,Q38,Peak,73874.37,2.8867168,1.5377082,0.6346707
2025-02-01,Queens,LCL/LTD,Q39,Off-Peak,58945.25,2.7569258,2.4362242,0.5622651
2025-02-01,Queens,LCL/LTD,Q39,Peak,50584.6,2.8097308,2.182904,0.57548887
2025-02-01,Queens,LCL/LTD,Q4,Off-Peak,131162.62,1.3268338,0.4185573,0.7922691
2025-02-01,Queens,LCL/LTD,Q4,Peak,89919.586,1.4455323,0.6433705,0.7523985
2025-02-01,Queens,LCL/LTD,Q40,Off-Peak,61393.83,3.4749615,3.6054823,0.49147895
2025-02-01,Queens,LCL/LTD,Q40,Peak,34499.49,4.0214252,4.8424516,0.38230062
2025-02-01,Queens,LCL/LTD,Q41,Off-Peak,74886.03,3.8233418,2.2350008,0.5864885
2025-02-01,Queens,LCL/LTD,Q41,Peak,60942.96,3.7353878,2.53776,0.53544253
2025-02-01,Queens,LCL/LTD,Q42,Off-Peak,11218.037,2.3028574,-0.0239091,0.8298516
2025-02-01,Queens,LCL/LTD,Q42,Peak,10750.775,1.8748469,0.99832624,0.7598458
2025-02-01,Queens,LCL/LTD,Q43,Off-Peak,183286.7,1.7819872,0.7061367,0.7372202
2025-02-01,Queens,LCL/LTD,Q43,Peak,116013.74,1.6497899,0.24956995,0.7793271
2025-02-01,Queens,LCL/LTD,Q44+,Off-Peak,5263.67,0.24135685,1.1452086,0.8494394
2025-02-01,Queens,SBS,Q44+,Off-Peak,420727.28,1.6943336,-0.08482033,0.7308909
2025-02-01,Queens,SBS,Q44+,Peak,259454.5,2.0449896,-0.37375075,0.71714747
2025-02-01,Queens,LCL/LTD,Q46,Off-Peak,216158.58,1.1694655,0.1445699,0.8238005
2025-02-01,Queens,LCL/LTD,Q46,Peak,170170.25,1.0972842,0.2376703,0.8321387
2025-02-01,Queens,LCL/LTD,Q47,Off-Peak,91839.07,2.4159567,1.5917001,0.66258895
2025-02-01,Queens,LCL/LTD,Q47,Peak,74589.79,2.2623904,1.7337328,0.64109325
2025-02-01,Queens,LCL/LTD,Q48,Off-Peak,41777.94,2.8745613,1.2492514,0.6887743
2025-02-01,Queens,LCL/LTD,Q48,Peak,23032.105,3.6820114,1.730661,0.57694775
2025-02-01,Queens,LCL/LTD,Q49,Off-Peak,97168.06,1.8583581,1.9743007,0.67314714
2025-02-01,Queens,LCL/LTD,Q49,Peak,79238.34,2.2505035,3.2258937,0.543376
2025-02-01,Queens,LCL/LTD,Q5,Off-Peak,168566.11,1.6052622,1.1517428,0.7172491
2025-02-01,Queens,LCL/LTD,Q5,Peak,110644.6,1.7669889,1.0472153,0.7052405
2025-02-01,Queens,LCL/LTD,Q50,Off-Peak,46389.13,3.2031596,-0.16508465,0.7488443
2025-02-01,Queens,LCL/LTD,Q50,Peak,34937.59,2.8160684,-0.38637918,0.7121389
2025-02-01,Queens,SBS,Q52+,Off-Peak,91717.336,2.491643,0.8371969,0.65881515
2025-02-01,Queens,SBS,Q52+,Peak,63422.492,1.7599875,1.4612217,0.65059865
2025-02-01,Queens,SBS,Q53+,Off-Peak,230801.88,1.3660241,1.8056943,0.66384995
2025-02-01,Queens,SBS,Q53+,Peak,148161.7,1.3684673,2.0245602,0.64055365
2025-02-01,Queens,LCL/LTD,Q54,Off-Peak,145848.2,3.0874903,0.16910636,0.6667857
2025-02-01,Queens,LCL/LTD,Q54,Peak,98085.37,3.258581,0.37317678,0.6280815
2025-02-01,Queens,LCL/LTD,Q55,Off-Peak,83534.56,2.6474771,0.8413194,0.68606937
2025-02-01,Queens,LCL/LTD,Q55,Peak,60767.996,2.6287374,0.6998785,0.6745984
2025-02-01,Queens,LCL/LTD,Q56,Off-Peak,99391.19,5.66825,0.5565757,0.56223536
2025-02-01,Queens,LCL/LTD,Q56,Peak,55257.887,5.807243,0.82228506,0.5517062
2025-02-01,Queens,LCL/LTD,Q58,Off-Peak,353655.34,2.712846,0.7905565,0.65750843
2025-02-01,Queens,LCL/LTD,Q58,Peak,242974.03,2.7984219,1.3322309,0.6208264
2025-02-01,Queens,LCL/LTD,Q59,Off-Peak,78264.96,3.6229222,0.78603584,0.65797836
2025-02-01,Queens,LCL/LTD,Q59,Peak,62391.67,2.8528104,0.5102869,0.66575205
2025-02-01,Queens,LCL/LTD,Q6,Off-Peak,134749.17,2.1697035,2.3414803,0.61415845
2025-02-01,Queens,LCL/LTD,Q6,Peak,87507.53,3.2269735,3.4443855,0.48850203
2025-02-01,Queens,LCL/LTD,Q60,Off-Peak,169323.83,2.1748025,1.1791058,0.66710913
2025-02-01,Queens,LCL/LTD,Q60,Peak,94033.33,2.4868357,1.1948932,0.6470994
2025-02-01,Queens,LCL/LTD,Q64,Off-Peak,91783.51,0.8032841,0.5957623,0.8340422
2025-02-01,Queens,LCL/LTD,Q64,Peak,72139.15,0.9247498,0.74159074,0.81456333
2025-02-01,Queens,LCL/LTD,Q65,Off-Peak,252715.11,2.5001829,1.7205366,0.63346803
2025-02-01,Queens,LCL/LTD,Q65,Peak,170742.39,2.2440095,1.0856289,0.67685276
2025-02-01,Queens,LCL/LTD,Q66,Off-Peak,197815.78,1.7477885,-0.11717195,0.7728494
2025-02-01,Queens,LCL/LTD,Q66,Peak,151752.4,1.6946152,-0.02427338,0.7876192
2025-02-01,Queens,LCL/LTD,Q67,Off-Peak,26656.99,2.4124913,1.0313836,0.73754513
2025-02-01,Queens,LCL/LTD,Q67,Peak,24966.941,2.0948029,0.39148414,0.72933066
2025-02-01,Queens,LCL/LTD,Q69,Off-Peak,113454.76,1.9216315,0.33524194,0.732083
2025-02-01,Queens,LCL/LTD,Q69,Peak,104481.88,1.7754914,0.42514354,0.73568666
2025-02-01,Queens,LCL/LTD,Q7,Off-Peak,68726.58,3.3493235,1.6126411,0.5958682
2025-02-01,Queens,LCL/LTD,Q7,Peak,50394.65,3.2864203,2.412251,0.5469315
2025-02-01,Queens,SBS,Q70+,Off-Peak,112510.75,0.8804585,-1.8488625,0.8847469
2025-02-01,Queens,SBS,Q70+,Peak,43588.234,0.9172567,-1.3722516,0.86214626
2025-02-01,Queens,LCL/LTD,Q72,Off-Peak,84482.59,2.1450474,1.4423887,0.68476343
2025-02-01,Queens,LCL/LTD,Q72,Peak,54674.184,1.624151,1.7501436,0.67322284
2025-02-01,Queens,LCL/LTD,Q76,Off-Peak,77337.71,2.163373,0.39647138,0.7443965
2025-02-01,Queens,LCL/LTD,Q76,Peak,55516.516,2.112885,0.38392848,0.73628986
2025-02-01,Queens,LCL/LTD,Q77,Off-Peak,98959.18,2.0476415,0.5972415,0.7372441
2025-02-01,Queens,LCL/LTD,Q77,Peak,75335.99,2.3537714,0.43640083,0.7228333
2025-02-01,Queens,LCL/LTD,Q8,Off-Peak,125666.664,3.7776504,3.040662,0.5177649
2025-02-01,Queens,LCL/LTD,Q8,Peak,78656.016,3.9771225,2.7773273,0.5001279
2025-02-01,Queens,LCL/LTD,Q83,Off-Peak,108175.55,2.804159,1.2710756,0.7153248
2025-02-01,Queens,LCL/LTD,Q83,Peak,68377.984,2.9597123,0.8945412,0.6870055
2025-02-01,Queens,LCL/LTD,Q84,Off-Peak,57529.543,1.745787,0.95969427,0.7909753
2025-02-01,Queens,LCL/LTD,Q84,Peak,41735.72,1.575412,0.9312885,0.74445385
2025-02-01,Queens,LCL/LTD,Q85,Off-Peak,153133.28,1.3622472,0.43327907,0.7859962
2025-02-01,Queens,LCL/LTD,Q85,Peak,110201.81,1.6162208,0.4676128,0.7664411
2025-02-01,Queens,LCL/LTD,Q88,Off-Peak,157056.39,1.8976474,1.5828755,0.6726936
2025-02-01,Queens,LCL/LTD,Q88,Peak,111063.89,1.906905,1.2469918,0.7035948
2025-02-01,Queens,LCL/LTD,Q9,Off-Peak,52230.07,3.0415628,2.555141,0.5951698
2025-02-01,Queens,LCL/LTD,Q9,Peak,34106.98,3.4074721,3.273842,0.50474995
2025-02-01,Queens,EXP,QM1,Off-Peak,1468.4929,0.83387,4.5739813,0.6407998
2025-02-01,Queens,EXP,QM1,Peak,3206.602,1.8078246,6.626457,0.432882
2025-02-01,Queens,EXP,QM10,Off-Peak,1426.7058,2.0305808,0.117831625,0.8185591
2025-02-01,Queens,EXP,QM10,Peak,2885.4827,4.193107,2.328344,0.56185967
2025-02-01,Queens,EXP,QM11,Off-Peak,1764.3083,7.439773,-1.5826917,0.6346458
2025-02-01,Queens,EXP,QM11,Peak,5426.5464,10.980418,0.4756057,0.46070686
2025-02-01,Queens,EXP,QM12,Off-Peak,1506.5808,3.6864622,3.5884957,0.5012781
2025-02-01,Queens,EXP,QM12,Peak,3323.5774,5.171827,6.8060055,0.2966605
2025-02-01,Queens,EXP,QM15,Off-Peak,15147.419,2.8174007,-1.1815021,0.71973413
2025-02-01,Queens,EXP,QM15,Peak,20653.568,1.6474918,1.3878736,0.61087483
2025-02-01,Queens,EXP,QM16,Off-Peak,3538.1782,1.1980801,-3.9208484,0.8175246
2025-02-01,Queens,EXP,QM16,Peak,4998.672,1.5400184,3.5117328,0.53308177
2025-02-01,Queens,EXP,QM17,Off-Peak,3335.8257,2.9278746,-1.2476209,0.6415441
2025-02-01,Queens,EXP,QM17,Peak,3625.2456,2.1505744,8.068784,0.35030574
2025-02-01,Queens,EXP,QM18,Off-Peak,972.961,6.2673326,3.2845833,0.61978704
2025-02-01,Queens,EXP,QM18,Peak,2553.5432,3.4161205,4.5854707,0.49988368
2025-02-01,Queens,EXP,QM2,Off-Peak,10949.902,5.8331823,-0.7048764,0.65890545
2025-02-01,Queens,EXP,QM2,Peak,9563.474,3.4012773,-2.3131716,0.7017978
2025-02-01,Queens,EXP,QM20,Off-Peak,7389.8677,5.059147,-1.673558,0.72798795
2025-02-01,Queens,EXP,QM20,Peak,9976.598,2.406482,-3.716676,0.7597987
2025-02-01,Queens,EXP,QM21,Off-Peak,1601.8644,2.8360493,2.369919,0.55305874
2025-02-01,Queens,EXP,QM21,Peak,1680.461,5.1496615,3.118538,0.4381747
2025-02-01,Queens,EXP,QM24,Off-Peak,3128.9238,1.395665,-2.1346726,0.8430452
2025-02-01,Queens,EXP,QM24,Peak,7851.6416,1.7123983,-1.9150851,0.77471125
2025-02-01,Queens,EXP,QM25,Off-Peak,2305.2473,3.9503114,-3.2155333,0.70645875
2025-02-01,Queens,EXP,QM25,Peak,5468.6387,6.2381907,1.5783811,0.48908162
2025-02-01,Queens,EXP,QM3,Off-Peak,450.6705,1.6935382,2.6474466,0.61810744
2025-02-01,Queens,EXP,QM3,Peak,997.0443,1.6573281,4.2842584,0.50259703
2025-02-01,Queens,EXP,QM31,Off-Peak,136.6993,1.0957506,1.7664924,0.75290364
2025-02-01,Queens,EXP,QM31,Peak,2730.6404,0.71546996,5.9796634,0.4684368
2025-02-01,Queens,EXP,QM32,Off-Peak,1070.3777,1.0965687,-0.8511974,0.7845053
2025-02-01,Queens,EXP,QM32,Peak,4131.51,1.6078509,-3.6221354,0.8207769
2025-02-01,Queens,EXP,QM34,Off-Peak,2807.5054,0.57633775,-1.5195806,0.83129793
2025-02-01,Queens,EXP,QM34,Peak,7941.952,1.1742265,-3.5009358,0.8632419
2025-02-01,Queens,EXP,QM35,Off-Peak,1847.0924,2.5277216,-0.06005947,0.66428226
2025-02-01,Queens,EXP,QM35,Peak,4628.7944,2.4581146,5.9907036,0.37637228
2025-02-01,Queens,EXP,QM36,Off-Peak,428.317,0.42663297,-3.5103943,0.9247352
2025-02-01,Queens,EXP,QM36,Peak,2296.54,1.203285,4.098489,0.50303936
2025-02-01,Queens,EXP,QM4,Off-Peak,4448.2573,6.783878,-1.4532337,0.77508295
2025-02-01,Queens,EXP,QM4,Peak,4105.299,4.225064,-2.762542,0.71524286
2025-02-01,Queens,EXP,QM40,Off-Peak,629.447,0.9905631,0.4683338,0.93425655
2025-02-01,Queens,EXP,QM40,Peak,2092.295,1.8182392,-0.23296575,0.74424267
2025-02-01,Queens,EXP,QM42,Off-Peak,377.7269,0.48341775,1.8515291,0.74623173
2025-02-01,Queens,EXP,QM42,Peak,3210.6892,2.590201,3.9375572,0.53168774
2025-02-01,Queens,EXP,QM44,Off-Peak,655.0204,2.0932343,-0.8164844,0.801988
2025-02-01,Queens,EXP,QM44,Peak,2075.2693,1.234596,-5.4350114,0.8930282
2025-02-01,Queens,EXP,QM5,Off-Peak,12651.196,6.245235,3.9669611,0.4006246
2025-02-01,Queens,EXP,QM5,Peak,11398.384,2.729476,8.41362,0.35459623
2025-02-01,Queens,EXP,QM6,Off-Peak,7016.7617,6.6086,4.09662,0.4495675
2025-02-01,Queens,EXP,QM6,Peak,7070.0225,3.8558054,6.475307,0.38801292
2025-02-01,Queens,EXP,QM7,Off-Peak,3370.6172,5.1739926,0.72464323,0.5487492
2025-02-01,Queens,EXP,QM7,Peak,5291.4214,5.596472,0.06158016,0.5476404
2025-02-01,Queens,EXP,QM8,Off-Peak,1581.1431,6.6640387,-1.8172717,0.60855335
