month,borough,day_type,trip_type,route_id,period,total_operating_time,total_mileage,average_speed
2025-02-01,Bronx,1,SBS,BX6+,Off-Peak,1454,10754.249,7.395883
2025-02-01,Bronx,1,SBS,BX6+,Peak,759,5237.446,6.8959255
2025-02-01,Bronx,2,SBS,BX6+,Off-Peak,496,4151.129,8.354175
2025-02-01,Bronx,2,SBS,BX6+,Peak,232,1939.3931,8.327159
2025-02-01,Bronx,1,LCL/LTD,BX7,Off-Peak,2122,15324.874,7.220519
2025-02-01,Bronx,1,LCL/LTD,BX7,Peak,1149,7550.709,6.5710635
2025-02-01,Bronx,2,LCL/LTD,BX7,Off-Peak,791,6054.056,7.6500926
2025-02-01,Bronx,2,LCL/LTD,BX7,Peak,321,2400.356,7.474588
2025-02-01,Bronx,1,LCL/LTD,BX8,Off-Peak,1685,14300.707,8.4848175
2025-02-01,Bronx,1,LCL/LTD,BX8,Peak,1054,8502.362,8.063382
2025-02-01,Bronx,2,LCL/LTD,BX8,Off-Peak,295,2658.354,8.987286
2025-02-01,Bronx,2,LCL/LTD,BX8,Peak,140,1289.8561,9.15744
2025-02-01,Bronx,1,LCL/LTD,BX9,Off-Peak,3739,24823.05,6.637908
2025-02-01,Bronx,1,LCL/LTD,BX9,Peak,1776,10556.75,5.943717
2025-02-01,Bronx,2,LCL/LTD,BX9,Off-Peak,1255,8756.63,6.9752855
2025-02-01,Bronx,2,LCL/LTD,BX9,Peak,496,3296.201,6.633719
2025-02-01,Bronx,1,EXP,BXM1,Off-Peak,1237,14605.086,11.7993355
2025-02-01,Bronx,1,EXP,BXM1,Peak,817,8565.005,10.480043
2025-02-01,Bronx,2,EXP,BXM1,Off-Peak,261,3458.792,13.202785
2025-02-01,Bronx,2,EXP,BXM1,Peak,117,1543.4081,13.183133
2025-02-01,Bronx,1,EXP,BXM10,Off-Peak,1134,12546.763,11.056595
2025-02-01,Bronx,1,EXP,BXM10,Peak,911,9022.289,9.900804
2025-02-01,Bronx,2,EXP,BXM10,Off-Peak,274,3530.3289,12.863221
2025-02-01,Bronx,2,EXP,BXM10,Peak,117,1488.683,12.697228
2025-02-01,Bronx,1,EXP,BXM11,Off-Peak,1033,12117.3125,11.729011
2025-02-01,Bronx,1,EXP,BXM11,Peak,755,7916.908,10.482496
2025-02-01,Bronx,2,EXP,BXM11,Off-Peak,270,3540.894,13.110538
2025-02-01,Bronx,2,EXP,BXM11,Peak,113,1498.667,13.2332945
2025-02-01,Bronx,1,EXP,BXM18,Off-Peak,109,1316.286,12.073648
2025-02-01,Bronx,1,EXP,BXM18,Peak,306,3088.498,10.084178
2025-02-01,Bronx,1,EXP,BXM2,Off-Peak,1053,12458.334,11.827788
2025-02-01,Bronx,1,EXP,BXM2,Peak,600,6320.604,10.522731
2025-02-01,Bronx,2,EXP,BXM2,Off-Peak,279,3801.318,13.603708
2025-02-01,Bronx,2,EXP,BXM2,Peak,121,1617.384,13.321976
2025-02-01,Bronx,1,EXP,BXM3,Off-Peak,772,8754.983,11.3271055
2025-02-01,Bronx,1,EXP,BXM3,Peak,477,4955.4097,10.380901
2025-02-01,Bronx,2,EXP,BXM3,Off-Peak,183,2418.232,13.166417
2025-02-01,Bronx,2,EXP,BXM3,Peak,70,902.932,12.869968
2025-02-01,Bronx,1,EXP,BXM4,Off-Peak,640,6029.001,9.40846
2025-02-01,Bronx,1,EXP,BXM4,Peak,331,2838.635,8.564717
2025-02-01,Bronx,2,EXP,BXM4,Off-Peak,179,1886.8881,10.51074
2025-02-01,Bronx,2,EXP,BXM4,Peak,77,818.041,10.492264
2025-02-01,Bronx,1,EXP,BXM6,Off-Peak,469,5738.9697,12.232335
2025-02-01,Bronx,1,EXP,BXM6,Peak,382,4064.308,10.631278
2025-02-01,Bronx,2,EXP,BXM6,Off-Peak,158,2219.541,13.984689
2025-02-01,Bronx,2,EXP,BXM6,Peak,55,774.621,13.955319
2025-02-01,Bronx,1,EXP,BXM7,Off-Peak,1509,22887.043,15.1576605
2025-02-01,Bronx,1,EXP,BXM7,Peak,1171,15839.678,13.52166
2025-02-01,Bronx,2,EXP,BXM7,Off-Peak,425,7191.007,16.909428
2025-02-01,Bronx,2,EXP,BXM7,Peak,182,3166.887,17.366894
2025-02-01,Bronx,1,EXP,BXM8,Off-Peak,960,12266.888,12.771227
2025-02-01,Bronx,1,EXP,BXM8,Peak,872,10010.212,11.477827
2025-02-01,Bronx,2,EXP,BXM8,Off-Peak,208,3097.73,14.855774
2025-02-01,Bronx,2,EXP,BXM8,Peak,84,1253.535,14.766435
2025-02-01,Bronx,1,EXP,BXM9,Off-Peak,1073,14652.574,13.6456995
2025-02-01,Bronx,1,EXP,BXM9,Peak,835,10054.002,12.027158
2025-02-01,Bronx,2,EXP,BXM9,Off-Peak,225,3480.342,15.406277
2025-02-01,Bronx,2,EXP,BXM9,Peak,90,1411.29,15.572998
2025-02-01,Brooklyn,1,LCL/LTD,B1,Off-Peak,2802,19821.096,7.0722566
2025-02-01,Brooklyn,1,LCL/LTD,B1,Peak,1380,8912.046,6.455491
2025-02-01,Brooklyn,2,LCL/LTD,B1,Off-Peak,1059,7602.484,7.1750183
2025-02-01,Brooklyn,2,LCL/LTD,B1,Peak,453,3207.904,7.0774207
2025-02-01,Brooklyn,1,LCL/LTD,B100,Off-Peak,1028,9493.424,9.229671
2025-02-01,Brooklyn,1,LCL/LTD,B100,Peak,822,6999.936,8.511581
2025-02-01,Brooklyn,2,LCL/LTD,B100,Off-Peak,220,2131.665,9.68694
2025-02-01,Brooklyn,2,LCL/LTD,B100,Peak,99,930.354,9.363859
2025-02-01,Brooklyn,1,LCL/LTD,B103,Off-Peak,3477,28101.318,8.079804
2025-02-01,Brooklyn,1,LCL/LTD,B103,Peak,1865,13996.351,7.5016856
2025-02-01,Brooklyn,2,LCL/LTD,B103,Off-Peak,1124,9780.919,8.694934
2025-02-01,Brooklyn,2,LCL/LTD,B103,Peak,402,3429.9,8.530545
2025-02-01,Brooklyn,1,LCL/LTD,B11,Off-Peak,2038,11579.646,5.6816707
2025-02-01,Brooklyn,1,LCL/LTD,B11,Peak,1126,5796.991,5.1452394
2025-02-01,Brooklyn,2,LCL/LTD,B11,Off-Peak,623,4191.196,6.726185
2025-02-01,Brooklyn,2,LCL/LTD,B11,Peak,242,1581.778,6.517779
2025-02-01,Brooklyn,1,LCL/LTD,B12,Off-Peak,2385,14416.03,6.0425105
2025-02-01,Brooklyn,1,LCL/LTD,B12,Peak,1192,6168.908,5.175041
2025-02-01,Brooklyn,2,LCL/LTD,B12,Off-Peak,818,5513.196,6.732658
2025-02-01,Brooklyn,2,LCL/LTD,B12,Peak,314,2010.396,6.3849177
2025-02-01,Brooklyn,1,LCL/LTD,B13,Off-Peak,1589,12731.074,8.008211
2025-02-01,Brooklyn,1,LCL/LTD,B13,Peak,845,6133.061,7.2545834
2025-02-01,Brooklyn,2,LCL/LTD,B13,Off-Peak,490,4247.488,8.665357
2025-02-01,Brooklyn,2,LCL/LTD,B13,Peak,172,1439.01,8.363163
2025-02-01,Brooklyn,1,LCL/LTD,B14,Off-Peak,1464,9901.13,6.762251
2025-02-01,Brooklyn,1,LCL/LTD,B14,Peak,751,4419.127,5.882444
2025-02-01,Brooklyn,2,LCL/LTD,B14,Off-Peak,459,3372.626,7.3438225
2025-02-01,Brooklyn,2,LCL/LTD,B14,Peak,180,1255.945,6.939615
2025-02-01,Brooklyn,1,LCL/LTD,B15,Off-Peak,4140,32923.406,7.9507823
2025-02-01,Brooklyn,1,LCL/LTD,B15,Peak,1553,9861.067,6.349168
2025-02-01,Brooklyn,2,LCL/LTD,B15,Off-Peak,1714,14259.732,8.316562
2025-02-01,Brooklyn,2,LCL/LTD,B15,Peak,586,4434.772,7.563335
2025-02-01,Brooklyn,1,LCL/LTD,B16,Off-Peak,1760,12381.667,7.031856
2025-02-01,Brooklyn,1,LCL/LTD,B16,Peak,906,5712.336,6.300141
2025-02-01,Brooklyn,2,LCL/LTD,B16,Off-Peak,538,4513.13,8.388578
2025-02-01,Brooklyn,2,LCL/LTD,B16,Peak,206,1641.814,7.955382
2025-02-01,Brooklyn,1,LCL/LTD,B17,Off-Peak,1872,14584.89,7.788529
2025-02-01,Brooklyn,1,LCL/LTD,B17,Peak,1033,6786.494,6.5644126
2025-02-01,Brooklyn,2,LCL/LTD,B17,Off-Peak,774,6528.83,8.429599
2025-02-01,Brooklyn,2,LCL/LTD,B17,Peak,298,2422.688,8.110087
2025-02-01,Brooklyn,1,LCL/LTD,B2,Off-Peak,409,3582.513,8.739186
2025-02-01,Brooklyn,1,LCL/LTD,B2,Peak,255,1992.65,7.7851067
2025-02-01,Brooklyn,2,LCL/LTD,B2,Off-Peak,156,1464.6951,9.371699
2025-02-01,Brooklyn,2,LCL/LTD,B2,Peak,66,618.781,9.245619
2025-02-01,Brooklyn,1,LCL/LTD,B20,Off-Peak,2060,14795.841,7.182017
2025-02-01,Brooklyn,1,LCL/LTD,B20,Peak,997,6364.342,6.378465
2025-02-01,Brooklyn,2,LCL/LTD,B20,Off-Peak,581,4579.589,7.8788476
2025-02-01,Brooklyn,2,LCL/LTD,B20,Peak,237,1804.968,7.6057897
2025-02-01,Brooklyn,1,LCL/LTD,B24,Off-Peak,760,6347.162,8.351486
2025-02-01,Brooklyn,1,LCL/LTD,B24,Peak,401,2860.328,7.1193023
2025-02-01,Brooklyn,2,LCL/LTD,B24,Off-Peak,316,2861.74,9.05434
2025-02-01,Brooklyn,2,LCL/LTD,B24,Peak,117,1034.12,8.820414
2025-02-01,Brooklyn,1,LCL/LTD,B25,Off-Peak,1770,10987.962,6.206133
2025-02-01,Brooklyn,1,LCL/LTD,B25,Peak,798,4588.938,5.7456107
2025-02-01,Brooklyn,2,LCL/LTD,B25,Off-Peak,669,4631.988,6.918848
2025-02-01,Brooklyn,2,LCL/LTD,B25,Peak,253,1695.2941,6.6968627
2025-02-01,Brooklyn,1,LCL/LTD,B26,Off-Peak,1934,13475.229,6.9648767
2025-02-01,Brooklyn,1,LCL/LTD,B26,Peak,1040,6426.933,6.178014
2025-02-01,Brooklyn,2,LCL/LTD,B26,Off-Peak,774,5729.466,7.3949637
2025-02-01,Brooklyn,2,LCL/LTD,B26,Peak,300,2118.489,7.051914
2025-02-01,Brooklyn,1,LCL/LTD,B3,Off-Peak,2418,17039.213,7.0443206
2025-02-01,Brooklyn,1,LCL/LTD,B3,Peak,1145,7164.085,6.25423
2025-02-01,Brooklyn,2,LCL/LTD,B3,Off-Peak,914,6698.127,7.323392
2025-02-01,Brooklyn,2,LCL/LTD,B3,Peak,385,2756.2139,7.1473174
2025-02-01,Brooklyn,1,LCL/LTD,B31,Off-Peak,457,4449.393,9.732765
2025-02-01,Brooklyn,1,LCL/LTD,B31,Peak,287,2352.794,8.189732
2025-02-01,Brooklyn,2,LCL/LTD,B31,Off-Peak,176,1910.2731,10.812917
2025-02-01,Brooklyn,2,LCL/LTD,B31,Peak,57,584.141,10.132346
2025-02-01,Brooklyn,1,LCL/LTD,B32,Off-Peak,200,1639.3881,8.186843
2025-02-01,Brooklyn,1,LCL/LTD,B32,Peak,115,891.19,7.68733
2025-02-01,Brooklyn,2,LCL/LTD,B32,Off-Peak,95,784.878,8.23673
2025-02-01,Brooklyn,2,LCL/LTD,B32,Peak,48,419.746,8.731925
2025-02-01,Brooklyn,1,LCL/LTD,B35,Off-Peak,4183,24509.178,5.8578863
2025-02-01,Brooklyn,1,LCL/LTD,B35,Peak,2160,11444.678,5.2961035
2025-02-01,Brooklyn,2,LCL/LTD,B35,Off-Peak,1540,9493.433,6.164477
2025-02-01,Brooklyn,2,LCL/LTD,B35,Peak,582,3423.882,5.8815804
2025-02-01,Brooklyn,1,LCL/LTD,B36,Off-Peak,1982,15299.227,7.7164855
2025-02-01,Brooklyn,1,LCL/LTD,B36,Peak,1196,8481.609,7.0896225
2025-02-01,Brooklyn,2,LCL/LTD,B36,Off-Peak,566,4676.744,8.260366
2025-02-01,Brooklyn,2,LCL/LTD,B36,Peak,221,1753.494,7.905437
2025-02-01,Brooklyn,1,LCL/LTD,B37,Off-Peak,924,7211.9478,7.8020425
2025-02-01,Brooklyn,1,LCL/LTD,B37,Peak,453,3062.438,6.749914
2025-02-01,Brooklyn,2,LCL/LTD,B37,Off-Peak,303,2649.761,8.735164
2025-02-01,Brooklyn,2,LCL/LTD,B37,Peak,106,928.278,8.676486
2025-02-01,Brooklyn,1,LCL/LTD,B38,Off-Peak,3776,24689.9,6.5381947
2025-02-01,Brooklyn,1,LCL/LTD,B38,Peak,2040,12321.703,6.037179
2025-02-01,Brooklyn,2,LCL/LTD,B38,Off-Peak,1030,7194.902,6.9852757
2025-02-01,Brooklyn,2,LCL/LTD,B38,Peak,398,2689.189,6.7535324
2025-02-01,Brooklyn,1,LCL/LTD,B39,Off-Peak,87,1101.5021,12.568286
2025-02-01,Brooklyn,1,LCL/LTD,B39,Peak,50,614.057,12.275343
2025-02-01,Brooklyn,2,LCL/LTD,B39,Off-Peak,40,533.314,13.118402
2025-02-01,Brooklyn,2,LCL/LTD,B39,Peak,20,274.988,13.436442
2025-02-01,Brooklyn,1,LCL/LTD,B4,Off-Peak,1650,12326.293,7.466088
2025-02-01,Brooklyn,1,LCL/LTD,B4,Peak,806,5267.165,6.5329247
2025-02-01,Brooklyn,2,LCL/LTD,B4,Off-Peak,574,4766.998,8.297406
2025-02-01,Brooklyn,2,LCL/LTD,B4,Peak,227,1777.822,7.7981963
2025-02-01,Brooklyn,1,LCL/LTD,B41,Off-Peak,5792,39988.04,6.9032884
2025-02-01,Brooklyn,1,LCL/LTD,B41,Peak,2883,18626.79,6.458665
2025-02-01,Brooklyn,2,LCL/LTD,B41,Off-Peak,1989,14660.367,7.367757
2025-02-01,Brooklyn,2,LCL/LTD,B41,Peak,743,5438.86,7.3148704
2025-02-01,Brooklyn,1,LCL/LTD,B42,Off-Peak,581,4674.371,8.039919
2025-02-01,Brooklyn,1,LCL/LTD,B42,Peak,340,2297.824,6.7548127
2025-02-01,Brooklyn,2,LCL/LTD,B42,Off-Peak,169,1465.038,8.6661005
2025-02-01,Brooklyn,2,LCL/LTD,B42,Peak,65,510.081,7.8111815
2025-02-01,Brooklyn,1,LCL/LTD,B43,Off-Peak,2284,15179.732,6.644847
2025-02-01,Brooklyn,1,LCL/LTD,B43,Peak,1181,6667.496,5.6422877
2025-02-01,Brooklyn,2,LCL/LTD,B43,Off-Peak,740,5301.772,7.164234
2025-02-01,Brooklyn,2,LCL/LTD,B43,Peak,273,1859.1381,6.7943983
2025-02-01,Brooklyn,1,LCL/LTD,B44,Off-Peak,3342,23864.467,7.140193
2025-02-01,Brooklyn,1,LCL/LTD,B44,Peak,1326,8181.884,6.1661015
2025-02-01,Brooklyn,2,LCL/LTD,B44,Off-Peak,1177,9384.603,7.966686
2025-02-01,Brooklyn,2,LCL/LTD,B44,Peak,419,3183.165,7.589164
2025-02-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,26,217.242,8.21771
2025-02-01,Brooklyn,1,SBS,B44+,Off-Peak,2567,22127.35,8.618538
2025-02-01,Brooklyn,1,SBS,B44+,Peak,1551,12803.173,8.254066
2025-02-01,Brooklyn,2,SBS,B44+,Off-Peak,821,7466.421,9.083581
2025-02-01,Brooklyn,2,SBS,B44+,Peak,361,3402.389,9.417516
2025-02-01,Brooklyn,1,LCL/LTD,B45,Off-Peak,1315,8201.232,6.236362
2025-02-01,Brooklyn,1,LCL/LTD,B45,Peak,682,3798.832,5.5682907
2025-02-01,Brooklyn,2,LCL/LTD,B45,Off-Peak,428,2926.856,6.8227024
2025-02-01,Brooklyn,2,LCL/LTD,B45,Peak,158,1066.416,6.7123895
2025-02-01,Brooklyn,1,LCL/LTD,B46,Off-Peak,3635,25591.293,7.038592
2025-02-01,Brooklyn,1,LCL/LTD,B46,Peak,1543,9715.6455,6.2939734
2025-02-01,Brooklyn,2,LCL/LTD,B46,Off-Peak,1435,10385.476,7.236435
2025-02-01,Brooklyn,2,LCL/LTD,B46,Peak,568,4075.719,7.17109
2025-02-01,Brooklyn,1,LCL/LTD,B46+,Off-Peak,26,198.352,7.419959
2025-02-01,Brooklyn,1,SBS,B46+,Off-Peak,2369,20152.633,8.506438
2025-02-01,Brooklyn,1,SBS,B46+,Peak,1730,14015.659,8.100832
2025-02-01,Brooklyn,2,SBS,B46+,Off-Peak,777,6653.916,8.553806
2025-02-01,Brooklyn,2,SBS,B46+,Peak,367,3259.572,8.87902
2025-02-01,Brooklyn,1,LCL/LTD,B47,Off-Peak,2492,17443.045,6.9995584
2025-02-01,Brooklyn,1,LCL/LTD,B47,Peak,1185,7294.149,6.1546626
2025-02-01,Brooklyn,2,LCL/LTD,B47,Off-Peak,917,6669.917,7.2679896
2025-02-01,Brooklyn,2,LCL/LTD,B47,Peak,309,2185.228,7.0536857
2025-02-01,Brooklyn,1,LCL/LTD,B48,Off-Peak,1322,9175.6045,6.938409
2025-02-01,Brooklyn,1,LCL/LTD,B48,Peak,659,3632.32,5.507354
2025-02-01,Brooklyn,2,LCL/LTD,B48,Off-Peak,501,3649.4622,7.2842345
2025-02-01,Brooklyn,2,LCL/LTD,B48,Peak,175,1196.47,6.8056116
2025-02-01,Brooklyn,1,LCL/LTD,B49,Off-Peak,2830,21500.709,7.595155
2025-02-01,Brooklyn,1,LCL/LTD,B49,Peak,1362,9051.435,6.641661
2025-02-01,Brooklyn,2,LCL/LTD,B49,Off-Peak,665,5478.417,8.232021
2025-02-01,Brooklyn,2,LCL/LTD,B49,Peak,295,2374.439,8.047696
2025-02-01,Brooklyn,1,LCL/LTD,B52,Off-Peak,2419,15389.316,6.3608146
2025-02-01,Brooklyn,1,LCL/LTD,B52,Peak,1295,7333.17,5.6625485
2025-02-01,Brooklyn,2,LCL/LTD,B52,Off-Peak,888,6033.933,6.793223
2025-02-01,Brooklyn,2,LCL/LTD,B52,Peak,312,2072.907,6.6373553
2025-02-01,Brooklyn,1,LCL/LTD,B54,Off-Peak,1673,10016.888,5.9849877
2025-02-01,Brooklyn,1,LCL/LTD,B54,Peak,951,4913.0303,5.166127
2025-02-01,Brooklyn,2,LCL/LTD,B54,Off-Peak,547,3627.372,6.6294875
2025-02-01,Brooklyn,2,LCL/LTD,B54,Peak,190,1191.08,6.2374268
2025-02-01,Brooklyn,1,LCL/LTD,B57,Off-Peak,1583,10828.396,6.837016
2025-02-01,Brooklyn,1,LCL/LTD,B57,Peak,717,4313.514,6.009014
2025-02-01,Brooklyn,2,LCL/LTD,B57,Off-Peak,518,4056.43,7.830207
2025-02-01,Brooklyn,2,LCL/LTD,B57,Peak,218,1686.924,7.7174544
2025-02-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,8050,63180.285,7.8476605
2025-02-01,Brooklyn,1,LCL/LTD,B6,Peak,3827,26473.428,6.9163647
2025-02-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,2330,18521.855,7.9488516
2025-02-01,Brooklyn,2,LCL/LTD,B6,Peak,957,7396.183,7.720932
2025-02-01,Brooklyn,1,LCL/LTD,B60,Off-Peak,2336,15875.412,6.7939897
2025-02-01,Brooklyn,1,LCL/LTD,B60,Peak,1170,6943.932,5.932914
2025-02-01,Brooklyn,2,LCL/LTD,B60,Off-Peak,717,5374.08,7.4886036
2025-02-01,Brooklyn,2,LCL/LTD,B60,Peak,230,1632.248,7.0889482
2025-02-01,Brooklyn,1,LCL/LTD,B61,Off-Peak,1860,13816.491,7.4272423
2025-02-01,Brooklyn,1,LCL/LTD,B61,Peak,963,6419.031,6.662065
2025-02-01,Brooklyn,2,LCL/LTD,B61,Off-Peak,713,5710.593,8.003519
2025-02-01,Brooklyn,2,LCL/LTD,B61,Peak,257,1988.718,7.72221
2025-02-01,Brooklyn,1,LCL/LTD,B62,Off-Peak,1747,12783.412,7.317211
2025-02-01,Brooklyn,1,LCL/LTD,B62,Peak,862,5474.546,6.348582
2025-02-01,Brooklyn,2,LCL/LTD,B62,Off-Peak,719,5492.862,7.6384435
2025-02-01,Brooklyn,2,LCL/LTD,B62,Peak,245,1747.438,7.1226125
2025-02-01,Brooklyn,1,LCL/LTD,B63,Off-Peak,2773,15990.261,5.7649326
2025-02-01,Brooklyn,1,LCL/LTD,B63,Peak,1205,6400.98,5.3077636
2025-02-01,Brooklyn,2,LCL/LTD,B63,Off-Peak,1112,6795.059,6.110382
2025-02-01,Brooklyn,2,LCL/LTD,B63,Peak,383,2239.046,5.8371196
2025-02-01,Brooklyn,1,LCL/LTD,B64,Off-Peak,1361,11054.088,8.118476
2025-02-01,Brooklyn,1,LCL/LTD,B64,Peak,654,4775.759,7.297939
2025-02-01,Brooklyn,2,LCL/LTD,B64,Off-Peak,603,5237.8647,8.680888
2025-02-01,Brooklyn,2,LCL/LTD,B64,Peak,246,2022.947,8.193082
2025-02-01,Brooklyn,1,LCL/LTD,B65,Off-Peak,1197,7825.065,6.532207
2025-02-01,Brooklyn,1,LCL/LTD,B65,Peak,543,3197.028,5.8872247
2025-02-01,Brooklyn,2,LCL/LTD,B65,Off-Peak,563,4072.4001,7.224478
2025-02-01,Brooklyn,2,LCL/LTD,B65,Peak,213,1558.286,7.312063
2025-02-01,Brooklyn,1,LCL/LTD,B67,Off-Peak,997,7032.237,7.050812
2025-02-01,Brooklyn,1,LCL/LTD,B67,Peak,596,3781.633,6.340837
2025-02-01,Brooklyn,2,LCL/LTD,B67,Off-Peak,232,1702.6039,7.3165064
2025-02-01,Brooklyn,2,LCL/LTD,B67,Peak,84,613.23395,7.216593
2025-02-01,Brooklyn,1,LCL/LTD,B68,Off-Peak,2688,20354.13,7.5704246
2025-02-01,Brooklyn,1,LCL/LTD,B68,Peak,1249,8939.538,7.156589
2025-02-01,Brooklyn,2,LCL/LTD,B68,Off-Peak,1171,9569.753,8.171659
2025-02-01,Brooklyn,2,LCL/LTD,B68,Peak,443,3460.616,7.794868
2025-02-01,Brooklyn,1,LCL/LTD,B69,Off-Peak,993,6901.675,6.9465904
2025-02-01,Brooklyn,1,LCL/LTD,B69,Peak,675,4230.786,6.2594595
2025-02-01,Brooklyn,2,LCL/LTD,B69,Off-Peak,254,1930.128,7.590686
2025-02-01,Brooklyn,2,LCL/LTD,B69,Peak,135,1083.266,8.016803
2025-02-01,Brooklyn,1,LCL/LTD,B7,Off-Peak,1328,9887.921,7.4453206
2025-02-01,Brooklyn,1,LCL/LTD,B7,Peak,802,5363.535,6.6831975
2025-02-01,Brooklyn,2,LCL/LTD,B7,Off-Peak,427,3509.536,8.21815
2025-02-01,Brooklyn,2,LCL/LTD,B7,Peak,197,1538.713,7.7926507
2025-02-01,Brooklyn,1,LCL/LTD,B70,Off-Peak,1197,8022.166,6.6982946
2025-02-01,Brooklyn,1,LCL/LTD,B70,Peak,676,4197.979,6.2077985
2025-02-01,Brooklyn,2,LCL/LTD,B70,Off-Peak,490,3423.1619,6.9773865
2025-02-01,Brooklyn,2,LCL/LTD,B70,Peak,191,1303.18,6.8141913
2025-02-01,Brooklyn,1,LCL/LTD,B74,Off-Peak,369,2666.127,7.2113576
2025-02-01,Brooklyn,1,LCL/LTD,B74,Peak,213,1471.162,6.8966646
2025-02-01,Brooklyn,2,LCL/LTD,B74,Off-Peak,124,928.158,7.4630604
2025-02-01,Brooklyn,2,LCL/LTD,B74,Peak,56,416.724,7.4033813
2025-02-01,Brooklyn,1,LCL/LTD,B8,Off-Peak,3442,22903.223,6.6522
2025-02-01,Brooklyn,1,LCL/LTD,B8,Peak,1695,10023.109,5.9124703
2025-02-01,Brooklyn,2,LCL/LTD,B8,Off-Peak,1154,8467.408,7.336349
2025-02-01,Brooklyn,2,LCL/LTD,B8,Peak,483,3391.47,7.0102553
2025-02-01,Brooklyn,1,LCL/LTD,B82,Off-Peak,3379,24754.105,7.3254905
2025-02-01,Brooklyn,1,LCL/LTD,B82,Peak,1261,8382.539,6.646395
2025-02-01,Brooklyn,2,LCL/LTD,B82,Off-Peak,1441,10877.754,7.548157
2025-02-01,Brooklyn,2,LCL/LTD,B82,Peak,588,4180.959,7.1013193
2025-02-01,Brooklyn,1,SBS,B82+,Off-Peak,2099,18515.783,8.818869
2025-02-01,Brooklyn,1,SBS,B82+,Peak,1288,10911.824,8.466388
2025-02-01,Brooklyn,1,LCL/LTD,B83,Off-Peak,1476,12391.852,8.393771
2025-02-01,Brooklyn,1,LCL/LTD,B83,Peak,716,5147.261,7.179595
2025-02-01,Brooklyn,2,LCL/LTD,B83,Off-Peak,439,4034.499,9.184804
2025-02-01,Brooklyn,2,LCL/LTD,B83,Peak,171,1544.314,8.979745
2025-02-01,Brooklyn,1,LCL/LTD,B84,Off-Peak,159,1621.974,10.156682
2025-02-01,Brooklyn,1,LCL/LTD,B84,Peak,95,840.804,8.766645
2025-02-01,Brooklyn,2,LCL/LTD,B84,Off-Peak,40,382.44302,9.435014
2025-02-01,Brooklyn,2,LCL/LTD,B84,Peak,19,180.099,9.312657
2025-02-01,Brooklyn,1,LCL/LTD,B9,Off-Peak,2887,19399.623,6.718998
2025-02-01,Brooklyn,1,LCL/LTD,B9,Peak,1550,9440.828,6.088824
2025-02-01,Brooklyn,2,LCL/LTD,B9,Off-Peak,963,7252.8643,7.5237484
2025-02-01,Brooklyn,2,LCL/LTD,B9,Peak,370,2792.298,7.5286474
2025-02-01,Brooklyn,1,EXP,BM1,Off-Peak,651,7414.956,11.380787
2025-02-01,Brooklyn,1,EXP,BM1,Peak,667,7251.867,10.859348
2025-02-01,Brooklyn,2,EXP,BM1,Off-Peak,96,1170.724,12.126828
2025-02-01,Brooklyn,2,EXP,BM1,Peak,37,437.374,11.809039
2025-02-01,Brooklyn,1,EXP,BM2,Off-Peak,665,7428.502,11.166179
2025-02-01,Brooklyn,1,EXP,BM2,Peak,498,5022.416,10.08127
2025-02-01,Brooklyn,2,EXP,BM2,Off-Peak,121,1500.8721,12.323386
2025-02-01,Brooklyn,2,EXP,BM2,Peak,37,467.836,12.4784
2025-02-01,Brooklyn,1,EXP,BM3,Off-Peak,519,6029.892,11.597421
2025-02-01,Brooklyn,1,EXP,BM3,Peak,339,3728.294,10.988949
2025-02-01,Brooklyn,2,EXP,BM3,Off-Peak,79,967.331,12.101385
2025-02-01,Brooklyn,2,EXP,BM3,Peak,20,261.991,12.657928
2025-02-01,Brooklyn,1,EXP,BM4,Off-Peak,328,3808.992,11.60986
2025-02-01,Brooklyn,1,EXP,BM4,Peak,345,3579.293,10.347394
2025-02-01,Brooklyn,2,EXP,BM4,Off-Peak,84,1087.91,12.916498
2025-02-01,Brooklyn,2,EXP,BM4,Peak,23,319.135,13.572833
2025-02-01,Brooklyn,1,EXP,BM5,Off-Peak,382,4850.1006,12.679745
2025-02-01,Brooklyn,1,EXP,BM5,Peak,290,3269.217,11.268165
2025-02-01,Brooklyn,2,EXP,BM5,Off-Peak,50,713.25696,14.058634
2025-02-01,Brooklyn,2,EXP,BM5,Peak,22,305.48798,13.538301
2025-02-01,Brooklyn,1,EXP,X27,Off-Peak,840,10319.2295,12.279665
2025-02-01,Brooklyn,1,EXP,X27,Peak,487,5922.377,12.154027
2025-02-01,Brooklyn,2,EXP,X27,Off-Peak,296,3914.737,13.206736
2025-02-01,Brooklyn,2,EXP,X27,Peak,131,1761.7369,13.405508
2025-02-01,Brooklyn,1,EXP,X28,Off-Peak,691,8555.593,12.36985
2025-02-01,Brooklyn,1,EXP,X28,Peak,551,6504.234,11.798321
2025-02-01,Brooklyn,2,EXP,X28,Off-Peak,242,3229.663,13.319877
2025-02-01,Brooklyn,2,EXP,X28,Peak,138,1844.602,13.293763
2025-02-01,Brooklyn,1,EXP,X37,Off-Peak,129,1972.918,15.196814
2025-02-01,Brooklyn,1,EXP,X37,Peak,566,7467.8726,13.183497
